County,Fips,BENE_ID_unique,FACINTID_unique,SBMHPSCD_unique,Age_mean,Gender_counts,American_Indian_or_Alaska_Native_unique,Black_or_African_American_unique,Hispanic_or_Latino_unique,Native_Hawiian_or_Pacific_Islander_unique,Unknown_Race_Ethnicity_unique,White_unique,ByDiscipline_counts,M0010_counts,Days_Cared_For_mean,BMI_Category_counts,Diabetic_patient_count,HeartFailure_patient_count,Hypertension_patient_count,Readmission_1_count,Readmission_0_count,geometry,POP_URB,POPPCT_URB,POP_RUR,POPPCT_RUR,ICD_Section,ICD_Range
Anderson,48001,676,28,127,75.03846153846153,"{'Female': 394, 'Male': 282}",2,2,2,1,2,2,"{'RN': 652, 'PT': 24}","{'678197': 165, '458346': 83, '679007': 83, '677586': 75, '457833': 45, '679086': 45, '458433': 33, '747665': 32, '458072': 23, '677193': 22, '677220': 14, '457173': 10, '673165': 9, '679090': 8, '677545': 7, '679539': 4, '673120': 4, '747834': 3, '458261': 2, '457951': 1, '747362': 1, '747800': 1, '743197': 1, '459063': 1, '679039': 1, '747788': 1, '458178': 1, '678093': 1}",88.4008875739645,"{'Overweight': 212, 'Normal weight': 173, 'Obese-Class1': 146, 'Obese-Class2': 73, 'Obese-Class3': 52, 'Underweight': 20}",81,65,185,115,561,"POLYGON ((-95.428512 32.084475, -95.446747 31.843116, -95.412908 31.835157, -95.258859 31.609959, -95.273203 31.592886, -95.651764 31.541791, -95.739279 31.504056, -95.710112 31.615587, -95.7873 31.618385, -95.794081 31.66031, -95.861262 31.687451, -95.875937 31.755503, -95.980568 31.784561, -95.994127 31.866258, -96.027788 31.878242, -96.022955 31.957581, -96.062172 31.95634, -96.052786 32.005895, -95.428512 32.084475))",18615.0,32.14,39307.0,67.86," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism'}, 'Diseases of the circulatory system', 'Diseases of the circulatory system'}, 'Diseases of the digestive system', 'Diseases of the eye and adnexa', 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Diseases of the skin and subcutaneous tissue'}, 'Endocrine', 'External causes of morbidity', 'External causes of morbidity'}, 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Injury'}, 'Mental', 'Mental'}, 'Neoplasms', 'Neoplasms'}, 'Symptoms', 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'poisoning and certain other consequences of external causes'}, 'signs and abnormal clinical and laboratory findings', 'signs and abnormal clinical and laboratory findings'},{'Behavioral and Neurodevelopmental disorders',{'Certain infectious and parasitic diseases',{'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism',{'Diseases of the circulatory system',{'Diseases of the circulatory system'},{'Diseases of the digestive system',{'Diseases of the ear and mastoid process',{'Diseases of the eye and adnexa',{'Diseases of the genitourinary system',{'Diseases of the musculoskeletal system and connective tissue',{'Diseases of the musculoskeletal system and connective tissue'},{'Diseases of the nervous system',{'Diseases of the respiratory system',{'Diseases of the skin and subcutaneous tissue',{'Diseases of the skin and subcutaneous tissue'},{'Endocrine',{'External causes of morbidity',{'Factors influencing health status and contact with health services',{'Factors influencing health status and contact with health services'},{'Injury',{'Mental',{'Neoplasms'},{'Symptoms',{'poisoning and certain other consequences of external causes'"," 'A00-B99', 'A00-B99'}, 'C00-D49', 'D50-D89', 'F01-F99', 'F01-F99'}, 'G00-G99', 'G00-G99'}, 'H00-H59', 'H00-H59'}, 'H60-H95', 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'K00-K95'}, 'L00-L99', 'M00-M99', 'M00-M99'}, 'N00-N99', 'N00-N99'}, 'R00-R99', 'R00-R99'}, 'S00-T88', 'S00-T88'}, 'V00-Y99', 'V00-Y99'}, 'Z00-Z99', 'Z00-Z99'},{'A00-B99',{'C00-D49',{'C00-D49'},{'D50-D89',{'E00-E89',{'F01-F99',{'G00-G99',{'H00-H59',{'H60-H95',{'I00-I99',{'I00-I99'},{'J00-J99',{'K00-K95',{'L00-L99',{'L00-L99'},{'M00-M99',{'M00-M99'},{'N00-N99',{'R00-R99',{'S00-T88',{'S00-T88'},{'V00-Y99',{'Z00-Z99',{'Z00-Z99'}"
Andrews,48003,114,10,47,75.87719298245614,"{'Female': 67, 'Male': 47}",1,2,2,1,1,2,{'RN': 114},"{'457596': 71, '453104': 8, '747112': 8, '747783': 8, '459081': 7, '459246': 5, '677864': 3, '743175': 2, '677184': 1, '678352': 1}",88.83333333333333,"{'Overweight': 40, 'Normal weight': 28, 'Obese-Class1': 21, 'Obese-Class3': 12, 'Obese-Class2': 9, 'Underweight': 4}",24,23,41,22,92,"POLYGON ((-102.287048 32.086991, -102.799086 32.085795, -103.064344 32.087051, -103.064348 32.123041, -103.064422 32.145006, -103.064696 32.522193, -102.211037 32.523244, -102.211249 32.0868, -102.287048 32.086991))",15201.0,81.68,3409.0,18.32," 'Behavioral and Neurodevelopmental disorders', 'Certain infectious and parasitic diseases', 'Congenital malformations', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism'}, 'Diseases of the circulatory system', 'Diseases of the circulatory system'}, 'Diseases of the eye and adnexa', 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Diseases of the skin and subcutaneous tissue'}, 'Endocrine', 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Injury'}, 'Mental', 'Mental'}, 'Neoplasms', 'Neoplasms'}, 'Symptoms', 'deformations and chromosomal abnormalities', 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'signs and abnormal clinical and laboratory findings', 'signs and abnormal clinical and laboratory findings'},{'Certain infectious and parasitic diseases',{'Diseases of the circulatory system',{'Diseases of the digestive system',{'Diseases of the ear and mastoid process',{'Diseases of the eye and adnexa',{'Diseases of the musculoskeletal system and connective tissue',{'Diseases of the nervous system',{'Endocrine',{'External causes of morbidity',{'poisoning and certain other consequences of external causes'"," 'A00-B99', 'A00-B99'}, 'C00-D49', 'D50-D89', 'F01-F99', 'F01-F99'}, 'G00-G99', 'G00-G99'}, 'H00-H59', 'H60-H95', 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'K00-K95'}, 'L00-L99', 'M00-M99', 'M00-M99'}, 'N00-N99', 'N00-N99'}, 'Q00-Q99'}, 'R00-R99', 'R00-R99'}, 'S00-T88', 'S00-T88'}, 'V00-Y99', 'Z00-Z99', 'Z00-Z99'},{'A00-B99',{'C00-D49',{'D50-D89',{'E00-E89',{'F01-F99',{'G00-G99',{'H00-H59',{'I00-I99',{'J00-J99',{'L00-L99',{'M00-M99',{'R00-R99',{'Z00-Z99'"
Angelina,48005,997,33,178,73.95586760280842,"{'Female': 622, 'Male': 375}",2,2,2,1,2,2,"{'RN': 996, 'PT': 1}","{'679509': 249, '747328': 156, '679108': 109, '677545': 92, '679719': 77, '679505': 60, '677957': 50, '677660': 44, '677220': 35, '747006': 22, '679462': 21, '458433': 13, '679086': 12, '747778': 10, '677275': 8, '679080': 7, '679177': 6, '458393': 4, '678137': 3, '453146': 3, '747683': 2, '747592': 2, '679007': 2, '457974': 1, '677247': 1, '747834': 1, '677428': 1, '679403': 1, '679159': 1, '457899': 1, '679139': 1, '677869': 1, '747231': 1}",93.9147442326981,"{'Overweight': 290, 'Normal weight': 268, 'Obese-Class1': 197, 'Obese-Class3': 104, 'Obese-Class2': 88, 'Underweight': 50}",165,70,261,163,834,"POLYGON ((-94.326616 31.224754, -94.129632 31.09928, -94.45782 31.033326, -94.561943 31.058952, -94.842947 31.146578, -94.909502 31.337059, -94.95811 31.38693, -94.959415 31.388884, -94.966254 31.391205, -94.964521 31.395558, -94.967634 31.397412, -94.969369 31.396948, -94.973581 31.399759, -94.97778 31.399381, -94.976068 31.402, -94.976291 31.40525, -94.979364 31.405975, -94.976033 31.407744, -94.983053 31.411593, -94.984753 31.41385, -94.988061 31.414417, -94.990043 31.413356, -94.993832 31.41422, -94.994108 31.417835, -94.997132 31.41678, -94.998247 31.42004, -95.001258 31.417949, -95.005566 31.421349, -95.003345 31.42571, -95.000212 31.428196, -94.865857 31.526916, -94.728679 31.457226, -94.544888 31.431715, -94.530634 31.398654, -94.495874 31.405728, -94.326616 31.224754))",41551.0,48.09,44844.0,51.91," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Certain infectious and parasitic diseases'}, 'Congenital malformations', 'Congenital malformations'}, 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism'}, 'Diseases of the circulatory system', 'Diseases of the circulatory system'}, 'Diseases of the eye and adnexa', 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Diseases of the skin and subcutaneous tissue'}, 'Endocrine', 'External causes of morbidity', 'External causes of morbidity'}, 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Injury'}, 'Mental', 'Mental'}, 'Neoplasms', 'Neoplasms'}, 'Symptoms', 'Symptoms'}, 'deformations and chromosomal abnormalities', 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'poisoning and certain other consequences of external causes'}, 'signs and abnormal clinical and laboratory findings', 'signs and abnormal clinical and laboratory findings'},{'Behavioral and Neurodevelopmental disorders',{'Certain infectious and parasitic diseases',{'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism',{'Diseases of the circulatory system',{'Diseases of the digestive system',{'Diseases of the ear and mastoid process',{'Diseases of the eye and adnexa',{'Diseases of the genitourinary system',{'Diseases of the musculoskeletal system and connective tissue',{'Diseases of the musculoskeletal system and connective tissue'},{'Diseases of the nervous system',{'Diseases of the nervous system'},{'Diseases of the respiratory system',{'Diseases of the skin and subcutaneous tissue',{'Endocrine',{'External causes of morbidity',{'Factors influencing health status and contact with health services',{'Factors influencing health status and contact with health services'},{'Mental',{'not elsewhere classified',{'poisoning and certain other consequences of external causes'"," 'A00-B99', 'A00-B99'}, 'C00-D49', 'C00-D49'}, 'D50-D89', 'E00-E89'}, 'F01-F99', 'F01-F99'}, 'G00-G99', 'G00-G99'}, 'H00-H59', 'H60-H95', 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'K00-K95'}, 'L00-L99', 'M00-M99', 'M00-M99'}, 'N00-N99', 'N00-N99'}, 'Q00-Q99', 'Q00-Q99'}, 'R00-R99', 'R00-R99'}, 'S00-T88', 'S00-T88'}, 'V00-Y99', 'Z00-Z99', 'Z00-Z99'},{'A00-B99',{'C00-D49',{'D50-D89',{'E00-E89',{'F01-F99',{'G00-G99',{'G00-G99'},{'H00-H59',{'I00-I99',{'J00-J99',{'K00-K95',{'L00-L99',{'M00-M99',{'M00-M99'},{'N00-N99',{'R00-R99',{'S00-T88',{'V00-Y99',{'Z00-Z99',{'Z00-Z99'}"
Aransas,48007,349,33,108,74.78510028653295,"{'Male': 186, 'Female': 163}",1,2,2,2,1,2,"{'RN': 342, 'PT': 7}","{'747863': 79, '459319': 36, '679129': 36, '678236': 32, '678191': 24, '679294': 21, '457958': 19, '679617': 17, '679413': 13, '457534': 12, '679302': 11, '677814': 9, '678464': 7, '453121': 5, '747600': 3, '747109': 3, '457247': 3, '679729': 3, '747222': 2, '457873': 1, '459200': 1, '747542': 1, '678016': 1, '677954': 1, '747168': 1, '677620': 1, '679065': 1, '677735': 1, '677522': 1, '677513': 1, '678094': 1, '679354': 1, '678428': 1}",78.71919770773638,"{'Overweight': 109, 'Normal weight': 101, 'Obese-Class1': 63, 'Obese-Class2': 32, 'Obese-Class3': 26, 'Underweight': 18}",52,21,89,50,299,"MULTIPOLYGON (((-96.853455 28.061345, -96.929053 27.99044, -96.966996 27.950531, -97.001441 27.911442, -97.03166 27.869975, -97.041799 27.852926, -97.045409 27.837452, -97.054724 27.842419, -97.055823 27.843404, -97.043226 27.859119, -97.013634 27.90678, -97.017955 27.911494, -97.016384 27.917255, -96.985745 27.954048, -96.977889 27.976439, -96.978805 27.978272, -96.9809 27.978272, -96.986007 27.976177, -96.986661 27.980759, -96.978282 28.001709, -96.967807 28.020041, -96.966759 28.020368, -96.965188 28.013297, -96.962569 28.012381, -96.952618 28.01644, -96.946988 28.026522, -96.932454 28.035426, -96.92643 28.043413, -96.929573 28.0514, -96.927085 28.057292, -96.906004 28.076147, -96.890947 28.076802, -96.886233 28.084396, -96.888328 28.086622, -96.889113 28.099454, -96.886887 28.11713, -96.879424 28.131402, -96.874972 28.133236, -96.870782 28.131271, -96.864628 28.126296, -96.857165 28.115559, -96.84538 28.108881, -96.83003 28.111842, -96.830861 28.108, -96.837736 28.099491, -96.837646 28.094673, -96.844083 28.084351, -96.847129 28.070604, -96.853912 28.063699, -96.853455 28.061345)), ((-96.791159 28.319095, -96.791761 28.31217, -96.806011 28.296902, -96.809573 28.290287, -96.806011 28.282144, -96.799302 28.272716, -96.787181 28.255681, -96.787181 28.250083, -96.800413 28.224128, -96.810037 28.217086, -96.842143 28.193594, -96.872678 28.176291, -96.898123 28.152881, -96.910337 28.147283, -96.934765 28.123873, -96.962755 28.123365, -97.000414 28.137614, -97.007539 28.136087, -97.027386 28.124382, -97.028913 28.117258, -97.022806 28.107588, -97.023824 28.103517, -97.031966 28.093848, -97.035528 28.084688, -97.035528 28.074, -97.031457 28.053644, -97.025859 28.041939, -97.030948 28.033288, -97.040618 28.028708, -97.04876 28.022092, -97.061992 27.996138, -97.075732 27.986977, -97.121534 27.923364, -97.129168 27.919801, -97.134801 27.902467, -97.259401 28.073196, -97.260818 28.075759, -97.144916 28.102622, -97.023586 28.187657, -97.123072 28.272817, -96.791159 28.319095)))",18212.0,76.42,5618.0,23.58," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Certain infectious and parasitic diseases'}, 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism'}, 'Diseases of the circulatory system', 'Diseases of the circulatory system'}, 'Diseases of the digestive system', 'Diseases of the eye and adnexa', 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Diseases of the skin and subcutaneous tissue'}, 'Endocrine', 'External causes of morbidity', 'External causes of morbidity'}, 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Injury'}, 'Mental', 'Mental'}, 'Neoplasms', 'Neoplasms'}, 'Symptoms', 'Symptoms'}, 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'poisoning and certain other consequences of external causes'}, 'signs and abnormal clinical and laboratory findings', 'signs and abnormal clinical and laboratory findings'},{'Behavioral and Neurodevelopmental disorders',{'Certain infectious and parasitic diseases',{'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism',{'Diseases of the circulatory system',{'Diseases of the digestive system',{'Diseases of the ear and mastoid process',{'Diseases of the eye and adnexa',{'Diseases of the musculoskeletal system and connective tissue',{'Diseases of the musculoskeletal system and connective tissue'},{'Diseases of the nervous system',{'Diseases of the respiratory system',{'Diseases of the skin and subcutaneous tissue',{'Endocrine',{'Factors influencing health status and contact with health services',{'Factors influencing health status and contact with health services'},{'Injury',{'not elsewhere classified',{'poisoning and certain other consequences of external causes'"," 'A00-B99', 'A00-B99'}, 'C00-D49', 'C00-D49'}, 'D50-D89', 'E00-E89'}, 'F01-F99', 'F01-F99'}, 'G00-G99', 'G00-G99'}, 'H00-H59', 'H60-H95', 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'K00-K95'}, 'L00-L99', 'M00-M99', 'M00-M99'}, 'N00-N99', 'N00-N99'}, 'R00-R99'}, 'S00-T88', 'S00-T88'}, 'V00-Y99', 'Z00-Z99', 'Z00-Z99'},{'A00-B99',{'C00-D49',{'D50-D89',{'E00-E89',{'F01-F99',{'G00-G99',{'H00-H59',{'I00-I99',{'J00-J99',{'K00-K95',{'L00-L99',{'M00-M99',{'M00-M99'},{'N00-N99',{'R00-R99',{'S00-T88',{'S00-T88'},{'Z00-Z99',{'Z00-Z99'}"
Archer,48009,126,16,60,75.13492063492063,"{'Female': 76, 'Male': 50}",1,1,2,1,1,2,"{'RN': 124, 'PT': 2}","{'677297': 30, '678210': 18, '743162': 11, '678008': 10, '677249': 8, '677101': 8, '677259': 8, '457047': 6, '677917': 6, '459298': 5, '677194': 4, '679231': 3, '747523': 3, '679027': 3, '677142': 2, '747518': 1}",110.4920634920635,"{'Normal weight': 44, 'Overweight': 32, 'Obese-Class1': 23, 'Obese-Class2': 11, 'Obese-Class3': 9, 'Underweight': 7}",26,8,32,22,104,"POLYGON ((-98.953088 33.834, -98.742358 33.834552, -98.423577 33.836047, -98.423145 33.610163, -98.421419 33.466797, -98.420666 33.396195, -98.953938 33.397534, -98.953088 33.834))",1082.0,12.64,7478.0,87.36," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Congenital malformations', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism'}, 'Diseases of the circulatory system', 'Diseases of the circulatory system'}, 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Diseases of the skin and subcutaneous tissue'}, 'Endocrine', 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Injury'}, 'Mental', 'Mental'}, 'Neoplasms', 'Neoplasms'}, 'Symptoms', 'deformations and chromosomal abnormalities', 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'signs and abnormal clinical and laboratory findings', 'signs and abnormal clinical and laboratory findings'},{'Behavioral and Neurodevelopmental disorders',{'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism',{'Diseases of the circulatory system',{'Diseases of the digestive system',{'Diseases of the ear and mastoid process',{'Diseases of the eye and adnexa',{'Diseases of the musculoskeletal system and connective tissue',{'Diseases of the musculoskeletal system and connective tissue'},{'Diseases of the nervous system',{'Diseases of the respiratory system',{'Diseases of the skin and subcutaneous tissue',{'Endocrine',{'poisoning and certain other consequences of external causes'"," 'A00-B99', 'A00-B99'}, 'C00-D49', 'C00-D49'}, 'D50-D89', 'D50-D89'}, 'F01-F99', 'F01-F99'}, 'G00-G99', 'G00-G99'}, 'H00-H59', 'H60-H95', 'H60-H95'}, 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'K00-K95'}, 'L00-L99', 'L00-L99'}, 'M00-M99', 'M00-M99'}, 'N00-N99', 'N00-N99'}, 'Q00-Q99'}, 'R00-R99'}, 'S00-T88', 'S00-T88'}, 'Z00-Z99', 'Z00-Z99'},{'C00-D49',{'D50-D89',{'E00-E89',{'F01-F99',{'G00-G99',{'H00-H59',{'I00-I99',{'J00-J99',{'K00-K95',{'L00-L99',{'M00-M99',{'M00-M99'},{'R00-R99',{'S00-T88',{'Z00-Z99'"
Armstrong,48011,20,6,14,78.55,"{'Female': 12, 'Male': 8}",1,1,1,1,1,1,{'RN': 20},"{'457754': 8, '677943': 7, '457590': 2, '459482': 1, '677447': 1, '459426': 1}",103.7,"{'Overweight': 10, 'Obese-Class1': 4, 'Obese-Class3': 2, 'Obese-Class2': 2, 'Normal weight': 2}",3,2,3,2,18,"POLYGON ((-101.471562 34.747462, -101.629257 34.747649, -101.629396 34.750056, -101.622941 35.183117, -101.086281 35.18214, -101.090749 34.748246, -101.471562 34.747462))",0.0,0.0,1848.0,100.0," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the circulatory system', 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Endocrine', 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Mental', 'Mental'}, 'Neoplasms', 'Neoplasms'}, 'Symptoms', 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes'}, 'signs and abnormal clinical and laboratory findings', 'signs and abnormal clinical and laboratory findings'},{'Diseases of the circulatory system',{'Diseases of the digestive system',{'Diseases of the ear and mastoid process',{'Diseases of the musculoskeletal system and connective tissue',{'Diseases of the nervous system',{'Endocrine',{'External causes of morbidity'"," 'A00-B99', 'C00-D49', 'D50-D89', 'F01-F99', 'F01-F99'}, 'G00-G99', 'G00-G99'}, 'H60-H95', 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'L00-L99', 'M00-M99', 'M00-M99'}, 'N00-N99', 'N00-N99'}, 'R00-R99'}, 'S00-T88'}, 'Z00-Z99', 'Z00-Z99'},{'C00-D49',{'D50-D89',{'E00-E89',{'G00-G99',{'I00-I99',{'J00-J99',{'M00-M99',{'V00-Y99',{'Z00-Z99'"
Atascosa,48013,455,63,115,73.21758241758242,"{'Female': 245, 'Male': 210}",2,2,2,2,2,2,"{'RN': 419, 'PT': 36}","{'677127': 208, '678191': 47, '747628': 13, '677271': 12, '679044': 11, '747928': 11, '747361': 9, '453157': 8, '458056': 8, '679325': 8, '679074': 8, '679774': 7, '679344': 7, '457865': 7, '457843': 6, '679145': 6, '677032': 5, '747595': 4, '679424': 4, '678016': 4, '458462': 3, '679275': 3, '678109': 2, '747762': 2, '747915': 2, '457891': 2, '679553': 2, '457251': 2, '747965': 2, '747015': 2, '457777': 2, '457645': 2, '679417': 2, '457099': 2, '457928': 2, '679655': 2, '457491': 2, '679423': 1, '679002': 1, '677014': 1, '457901': 1, '747341': 1, '457873': 1, '459393': 1, '677011': 1, '459440': 1, '457907': 1, '677247': 1, '453122': 1, '459424': 1, '457959': 1, '679490': 1, '459303': 1, '747169': 1, '679312': 1, '677504': 1, '679343': 1, '679082': 1, '673111': 1, '453152': 1, '457912': 1, '679307': 1, '677515': 1}",72.77362637362637,"{'Overweight': 131, 'Normal weight': 105, 'Obese-Class1': 89, 'Obese-Class3': 57, 'Obese-Class2': 56, 'Underweight': 17}",86,37,96,51,404,"POLYGON ((-98.800841 28.647487, -98.8049 29.090434, -98.804763 29.250693, -98.407336 29.114435, -98.190991 28.882333, -98.098315 28.786949, -98.335031 28.612658, -98.335047 28.648275, -98.800848 28.647306, -98.800841 28.647487))",13983.0,28.55,34998.0,71.45," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Certain infectious and parasitic diseases'}, 'Congenital malformations', 'Congenital malformations'}, 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism'}, 'Diseases of the circulatory system', 'Diseases of the circulatory system'}, 'Diseases of the eye and adnexa', 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Diseases of the skin and subcutaneous tissue'}, 'Endocrine', 'External causes of morbidity', 'External causes of morbidity'}, 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Injury'}, 'Mental', 'Mental'}, 'Neoplasms', 'Neoplasms'}, 'Pregnancy', 'Symptoms', 'Symptoms'}, 'deformations and chromosomal abnormalities', 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'poisoning and certain other consequences of external causes'}, 'signs and abnormal clinical and laboratory findings', 'signs and abnormal clinical and laboratory findings'},{'Behavioral and Neurodevelopmental disorders',{'Certain infectious and parasitic diseases',{'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism',{'Diseases of the circulatory system',{'Diseases of the circulatory system'},{'Diseases of the digestive system',{'Diseases of the ear and mastoid process',{'Diseases of the eye and adnexa',{'Diseases of the musculoskeletal system and connective tissue',{'Diseases of the musculoskeletal system and connective tissue'},{'Diseases of the nervous system',{'Diseases of the respiratory system',{'Diseases of the skin and subcutaneous tissue',{'Endocrine',{'External causes of morbidity',{'Factors influencing health status and contact with health services',{'Factors influencing health status and contact with health services'},{'Symptoms',{'childbirth and the puerperium',{'not elsewhere classified',{'poisoning and certain other consequences of external causes'"," 'A00-B99', 'A00-B99'}, 'C00-D49', 'C00-D49'}, 'D50-D89', 'F01-F99', 'F01-F99'}, 'G00-G99', 'G00-G99'}, 'H00-H59', 'H60-H95', 'H60-H95'}, 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'K00-K95'}, 'L00-L99', 'M00-M99', 'M00-M99'}, 'N00-N99', 'N00-N99'}, 'Q00-Q99'}, 'R00-R99', 'R00-R99'}, 'S00-T88', 'S00-T88'}, 'V00-Y99', 'Z00-Z99', 'Z00-Z99'},{'A00-B99',{'C00-D49',{'D50-D89',{'E00-E89',{'F01-F99',{'G00-G99',{'H00-H59',{'I00-I99',{'I00-I99'},{'J00-J99',{'K00-K95',{'L00-L99',{'M00-M99',{'M00-M99'},{'N00-N99',{'O00-O9A',{'R00-R99',{'S00-T88',{'V00-Y99',{'Z00-Z99',{'Z00-Z99'}"
