County,Fips,BENE_ID_unique,FACINTID_unique,SBMHPSCD_unique,Age_mean,Gender_counts,American_Indian_or_Alaska_Native_unique,Black_or_African_American_unique,Hispanic_or_Latino_unique,Native_Hawiian_or_Pacific_Islander_unique,Unknown_Race_Ethnicity_unique,White_unique,ByDiscipline_counts,M0010_counts,DaysBetweenVisits_mean,Days_Cared_For_mean,BMI_Category_counts,Diabetic_patient_count,HeartFailure_patient_count,Hypertension_patient_count,RenalFailure_patient_count,Readmission_1_count,Readmission_0_count,geometry,POP_COU,HOU_COU,POP_URB,POPPCT_URB,POP_RUR,POPPCT_RUR,ICD_Section,ICD_Range
Anderson,48001,1171,40,175,75.02795698924731,"{'Female': 847, 'Male': 548}",2,2,2,1,2,2,"{'RN': 1333, 'PT': 62}","{'678197': 259, '458346': 218, '458433': 204, '677586': 126, '679007': 112, '679086': 94, '747665': 61, '457833': 57, '677193': 53, '458072': 38, '457173': 28, '679090': 24, '677545': 16, '677220': 14, '673165': 13, '679139': 10, '673120': 10, '679539': 8, '747472': 8, '458261': 6, '679290': 4, '678093': 3, '747834': 3, '457951': 3, '453144': 2, '747362': 2, '743119': 2, '457987': 2, '747348': 2, '747772': 2, '677889': 2, '743197': 1, '747072': 1, '457096': 1, '747788': 1, '747291': 1, '459457': 1, '457834': 1, '679039': 1, '747800': 1}",,205.8114695340502,"{'Underweight': 911, 'Overweight': 148, 'Normal weight': 116, 'Obese-Class1': 105, 'Obese-Class2': 64, 'Obese-Class3': 51}",14,64,64,65,226,1169,"POLYGON ((-95.428512 32.084475, -95.446747 31.843116, -95.412908 31.835157, -95.258859 31.609959, -95.273203 31.592886, -95.651764 31.541791, -95.739279 31.504056, -95.710112 31.615587, -95.7873 31.618385, -95.794081 31.66031, -95.861262 31.687451, -95.875937 31.755503, -95.980568 31.784561, -95.994127 31.866258, -96.027788 31.878242, -96.022955 31.957581, -96.062172 31.95634, -96.052786 32.005895, -95.428512 32.084475))",57922.0,20131.0,18615.0,32.14,39307.0,67.86," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Certain infectious and parasitic diseases'}, 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism'}, 'Diseases of the circulatory system', 'Diseases of the digestive system', 'Diseases of the digestive system'}, 'Diseases of the ear and mastoid process', 'Diseases of the ear and mastoid process'}, 'Diseases of the eye and adnexa', 'Diseases of the eye and adnexa'}, 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the nervous system'}, 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Diseases of the skin and subcutaneous tissue'}, 'Endocrine', 'Endocrine'}, 'External causes of morbidity', 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Injury'}, 'Mental', 'Neoplasms', 'Neoplasms'}, 'Symptoms'}, 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'poisoning and certain other consequences of external causes'}, 'signs and abnormal clinical and laboratory findings',{'Certain infectious and parasitic diseases',{'Diseases of the circulatory system',{'Diseases of the circulatory system'},{'Diseases of the digestive system',{'Diseases of the ear and mastoid process',{'Diseases of the eye and adnexa',{'Diseases of the genitourinary system',{'Diseases of the musculoskeletal system and connective tissue',{'Diseases of the nervous system',{'Diseases of the respiratory system',{'Diseases of the skin and subcutaneous tissue',{'Endocrine',{'External causes of morbidity',{'Factors influencing health status and contact with health services',{'Factors influencing health status and contact with health services'},{'Injury',{'Mental',{'Neoplasms',{'Unknown'},{'not elsewhere classified',{'nutritional and metabolic diseases',{'poisoning and certain other consequences of external causes'"," 'A00-B99', 'A00-B99'}, 'C00-D49', 'C00-D49'}, 'D50-D89', 'D50-D89'}, 'E00-E89', 'E00-E89'}, 'G00-G99', 'G00-G99'}, 'H00-H59', 'H00-H59'}, 'H60-H95', 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'K00-K95'}, 'L00-L99', 'L00-L99'}, 'M00-M99', 'M00-M99'}, 'N00-N99', 'N00-N99'}, 'R00-R99', 'R00-R99'}, 'S00-T88', 'S00-T88'}, 'Z00-Z99', 'Z00-Z99'},{'C00-D49',{'D50-D89',{'E00-E89',{'F01-F99',{'G00-G99',{'H60-H95',{'I00-I99',{'I00-I99'},{'J00-J99',{'K00-K95',{'L00-L99',{'M00-M99',{'N00-N99',{'R00-R99',{'S00-T88',{'Unknown'},{'V00-Y99',{'Z00-Z99',{'Z00-Z99'}"
Andrews,48003,173,12,60,74.28985507246377,"{'Female': 125, 'Male': 82}",1,1,2,1,1,2,"{'RN': 204, 'PT': 3}","{'457596': 100, '459081': 26, '747112': 17, '453104': 16, '747783': 11, '678352': 11, '677864': 10, '459246': 9, '743175': 3, '677566': 2, '679327': 1, '677184': 1}",,158.47826086956522,"{'Underweight': 122, 'Overweight': 26, 'Obese-Class1': 23, 'Normal weight': 18, 'Obese-Class3': 9, 'Obese-Class2': 9}",6,23,23,24,36,171,"POLYGON ((-102.287048 32.086991, -102.799086 32.085795, -103.064344 32.087051, -103.064348 32.123041, -103.064422 32.145006, -103.064696 32.522193, -102.211037 32.523244, -102.211249 32.0868, -102.287048 32.086991))",18610.0,7020.0,15201.0,81.68,3409.0,18.32," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism'}, 'Diseases of the circulatory system', 'Diseases of the digestive system', 'Diseases of the digestive system'}, 'Diseases of the ear and mastoid process', 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the nervous system'}, 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Diseases of the skin and subcutaneous tissue'}, 'Endocrine', 'Endocrine'}, 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Mental', 'Neoplasms', 'Symptoms'}, 'deformations and chromosomal abnormalities', 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'poisoning and certain other consequences of external causes'}, 'signs and abnormal clinical and laboratory findings',{'Congenital malformations',{'Diseases of the circulatory system',{'Diseases of the eye and adnexa',{'Diseases of the nervous system',{'Endocrine',{'Factors influencing health status and contact with health services',{'Injury',{'Neoplasms',{'Unknown'},{'not elsewhere classified',{'nutritional and metabolic diseases'"," 'A00-B99', 'A00-B99'}, 'C00-D49', 'C00-D49'}, 'D50-D89', 'E00-E89', 'E00-E89'}, 'G00-G99', 'H00-H59', 'H00-H59'}, 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'L00-L99', 'L00-L99'}, 'M00-M99', 'M00-M99'}, 'N00-N99', 'Q00-Q99', 'R00-R99', 'R00-R99'}, 'S00-T88', 'S00-T88'}, 'Z00-Z99',{'C00-D49',{'D50-D89',{'E00-E89',{'F01-F99',{'G00-G99',{'H60-H95',{'I00-I99',{'K00-K95',{'L00-L99',{'M00-M99',{'N00-N99',{'R00-R99',{'S00-T88',{'Unknown'},{'Z00-Z99'"
Angelina,48005,1808,33,230,74.06523765144455,"{'Female': 1321, 'Male': 825}",2,2,2,1,2,2,"{'RN': 2099, 'PT': 43, 'OT': 4}","{'679509': 403, '679108': 285, '747328': 259, '677545': 202, '679505': 172, '679719': 157, '677660': 146, '677957': 116, '747006': 70, '677220': 50, '679086': 43, '747778': 40, '458433': 37, '679462': 34, '679177': 22, '679080': 21, '677869': 16, '679139': 15, '747683': 15, '677275': 10, '453146': 9, '458393': 7, '747592': 3, '679007': 2, '678137': 2, '679159': 2, '457899': 2, '457974': 1, '679403': 1, '747834': 1, '678490': 1, '677247': 1, '677428': 1}",0.0,217.81220876048462,"{'Underweight': 1446, 'Overweight': 185, 'Normal weight': 178, 'Obese-Class1': 160, 'Obese-Class3': 92, 'Obese-Class2': 85}",35,92,92,97,355,1791,"POLYGON ((-94.326616 31.224754, -94.129632 31.09928, -94.45782 31.033326, -94.561943 31.058952, -94.842947 31.146578, -94.909502 31.337059, -94.95811 31.38693, -94.959415 31.388884, -94.966254 31.391205, -94.964521 31.395558, -94.967634 31.397412, -94.969369 31.396948, -94.973581 31.399759, -94.97778 31.399381, -94.976068 31.402, -94.976291 31.40525, -94.979364 31.405975, -94.976033 31.407744, -94.983053 31.411593, -94.984753 31.41385, -94.988061 31.414417, -94.990043 31.413356, -94.993832 31.41422, -94.994108 31.417835, -94.997132 31.41678, -94.998247 31.42004, -95.001258 31.417949, -95.005566 31.421349, -95.003345 31.42571, -95.000212 31.428196, -94.865857 31.526916, -94.728679 31.457226, -94.544888 31.431715, -94.530634 31.398654, -94.495874 31.405728, -94.326616 31.224754))",86395.0,36480.0,41551.0,48.09,44844.0,51.91," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Certain infectious and parasitic diseases'}, 'Congenital malformations', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism'}, 'Diseases of the circulatory system', 'Diseases of the circulatory system'}, 'Diseases of the digestive system', 'Diseases of the digestive system'}, 'Diseases of the eye and adnexa', 'Diseases of the eye and adnexa'}, 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the nervous system'}, 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Diseases of the skin and subcutaneous tissue'}, 'Endocrine', 'Endocrine'}, 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Injury'}, 'Mental', 'Neoplasms', 'Neoplasms'}, 'Symptoms'}, 'deformations and chromosomal abnormalities', 'deformations and chromosomal abnormalities'}, 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'poisoning and certain other consequences of external causes'}, 'signs and abnormal clinical and laboratory findings',{'Certain infectious and parasitic diseases',{'Congenital malformations',{'Diseases of the circulatory system',{'Diseases of the digestive system',{'Diseases of the ear and mastoid process',{'Diseases of the eye and adnexa',{'Diseases of the genitourinary system',{'Diseases of the musculoskeletal system and connective tissue',{'Diseases of the nervous system',{'Diseases of the respiratory system',{'Diseases of the skin and subcutaneous tissue',{'Diseases of the skin and subcutaneous tissue'},{'Endocrine',{'External causes of morbidity',{'Factors influencing health status and contact with health services',{'Factors influencing health status and contact with health services'},{'Injury',{'Mental',{'Neoplasms',{'Unknown'},{'not elsewhere classified',{'nutritional and metabolic diseases',{'poisoning and certain other consequences of external causes',{'signs and abnormal clinical and laboratory findings'"," 'A00-B99', 'A00-B99'}, 'C00-D49', 'C00-D49'}, 'D50-D89', 'D50-D89'}, 'E00-E89', 'E00-E89'}, 'G00-G99', 'G00-G99'}, 'H00-H59', 'H00-H59'}, 'H60-H95', 'H60-H95'}, 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'K00-K95'}, 'L00-L99', 'L00-L99'}, 'M00-M99', 'M00-M99'}, 'N00-N99', 'N00-N99'}, 'Q00-Q99', 'R00-R99', 'R00-R99'}, 'S00-T88', 'S00-T88'}, 'V00-Y99', 'Z00-Z99', 'Z00-Z99'},{'A00-B99',{'C00-D49',{'D50-D89',{'E00-E89',{'F01-F99',{'G00-G99',{'I00-I99',{'J00-J99',{'K00-K95',{'L00-L99',{'L00-L99'},{'M00-M99',{'N00-N99',{'Q00-Q99',{'R00-R99',{'S00-T88',{'Unknown'},{'V00-Y99',{'Z00-Z99',{'Z00-Z99'}"
Aransas,48007,547,39,131,75.3296,"{'Male': 315, 'Female': 310}",1,2,2,1,1,2,"{'RN': 605, 'PT': 20}","{'747863': 138, '459319': 80, '678236': 59, '679129': 53, '679617': 48, '679294': 32, '678191': 31, '457958': 30, '679413': 26, '679302': 21, '457534': 17, '677814': 13, '679729': 8, '747600': 7, '678464': 7, '453121': 7, '677513': 6, '678428': 4, '747109': 3, '677522': 3, '457247': 3, '747918': 3, '747222': 3, '679065': 2, '747542': 2, '747168': 2, '679354': 2, '678094': 2, '677735': 2, '459200': 2, '747628': 1, '677620': 1, '677517': 1, '679637': 1, '747607': 1, '678016': 1, '677954': 1, '747110': 1, '457873': 1}",,178.2368,"{'Underweight': 396, 'Overweight': 79, 'Obese-Class1': 52, 'Normal weight': 51, 'Obese-Class2': 28, 'Obese-Class3': 19}",11,42,42,45,81,544,"MULTIPOLYGON (((-96.853455 28.061345, -96.929053 27.99044, -96.966996 27.950531, -97.001441 27.911442, -97.03166 27.869975, -97.041799 27.852926, -97.045409 27.837452, -97.054724 27.842419, -97.055823 27.843404, -97.043226 27.859119, -97.013634 27.90678, -97.017955 27.911494, -97.016384 27.917255, -96.985745 27.954048, -96.977889 27.976439, -96.978805 27.978272, -96.9809 27.978272, -96.986007 27.976177, -96.986661 27.980759, -96.978282 28.001709, -96.967807 28.020041, -96.966759 28.020368, -96.965188 28.013297, -96.962569 28.012381, -96.952618 28.01644, -96.946988 28.026522, -96.932454 28.035426, -96.92643 28.043413, -96.929573 28.0514, -96.927085 28.057292, -96.906004 28.076147, -96.890947 28.076802, -96.886233 28.084396, -96.888328 28.086622, -96.889113 28.099454, -96.886887 28.11713, -96.879424 28.131402, -96.874972 28.133236, -96.870782 28.131271, -96.864628 28.126296, -96.857165 28.115559, -96.84538 28.108881, -96.83003 28.111842, -96.830861 28.108, -96.837736 28.099491, -96.837646 28.094673, -96.844083 28.084351, -96.847129 28.070604, -96.853912 28.063699, -96.853455 28.061345)), ((-96.791159 28.319095, -96.791761 28.31217, -96.806011 28.296902, -96.809573 28.290287, -96.806011 28.282144, -96.799302 28.272716, -96.787181 28.255681, -96.787181 28.250083, -96.800413 28.224128, -96.810037 28.217086, -96.842143 28.193594, -96.872678 28.176291, -96.898123 28.152881, -96.910337 28.147283, -96.934765 28.123873, -96.962755 28.123365, -97.000414 28.137614, -97.007539 28.136087, -97.027386 28.124382, -97.028913 28.117258, -97.022806 28.107588, -97.023824 28.103517, -97.031966 28.093848, -97.035528 28.084688, -97.035528 28.074, -97.031457 28.053644, -97.025859 28.041939, -97.030948 28.033288, -97.040618 28.028708, -97.04876 28.022092, -97.061992 27.996138, -97.075732 27.986977, -97.121534 27.923364, -97.129168 27.919801, -97.134801 27.902467, -97.259401 28.073196, -97.260818 28.075759, -97.144916 28.102622, -97.023586 28.187657, -97.123072 28.272817, -96.791159 28.319095)))",23830.0,15500.0,18212.0,76.42,5618.0,23.58," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Certain infectious and parasitic diseases'}, 'Congenital malformations', 'Congenital malformations'}, 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism'}, 'Diseases of the circulatory system', 'Diseases of the digestive system', 'Diseases of the digestive system'}, 'Diseases of the ear and mastoid process', 'Diseases of the eye and adnexa', 'Diseases of the eye and adnexa'}, 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the nervous system'}, 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Diseases of the skin and subcutaneous tissue'}, 'Endocrine', 'Endocrine'}, 'External causes of morbidity', 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Injury'}, 'Mental', 'Neoplasms', 'Neoplasms'}, 'Symptoms'}, 'deformations and chromosomal abnormalities', 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'poisoning and certain other consequences of external causes'}, 'signs and abnormal clinical and laboratory findings',{'Certain infectious and parasitic diseases',{'Diseases of the circulatory system',{'Diseases of the digestive system',{'Diseases of the ear and mastoid process',{'Diseases of the eye and adnexa',{'Diseases of the genitourinary system',{'Diseases of the musculoskeletal system and connective tissue',{'Diseases of the musculoskeletal system and connective tissue'},{'Diseases of the nervous system',{'Endocrine',{'External causes of morbidity',{'Factors influencing health status and contact with health services',{'Factors influencing health status and contact with health services'},{'Injury',{'Mental',{'Neoplasms',{'Unknown'},{'deformations and chromosomal abnormalities',{'not elsewhere classified',{'nutritional and metabolic diseases',{'poisoning and certain other consequences of external causes'"," 'A00-B99', 'A00-B99'}, 'C00-D49', 'C00-D49'}, 'D50-D89', 'D50-D89'}, 'E00-E89', 'E00-E89'}, 'G00-G99', 'G00-G99'}, 'H00-H59', 'H00-H59'}, 'H60-H95', 'H60-H95'}, 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'K00-K95'}, 'L00-L99', 'L00-L99'}, 'M00-M99', 'M00-M99'}, 'N00-N99', 'N00-N99'}, 'Q00-Q99', 'R00-R99', 'R00-R99'}, 'S00-T88', 'S00-T88'}, 'V00-Y99', 'Z00-Z99', 'Z00-Z99'},{'A00-B99',{'C00-D49',{'D50-D89',{'E00-E89',{'F01-F99',{'G00-G99',{'I00-I99',{'J00-J99',{'K00-K95',{'L00-L99',{'M00-M99',{'M00-M99'},{'N00-N99',{'Q00-Q99',{'R00-R99',{'S00-T88',{'S00-T88'},{'Unknown'},{'V00-Y99',{'Z00-Z99',{'Z00-Z99'}"
Archer,48009,195,17,82,75.55230125523012,"{'Female': 149, 'Male': 90}",1,2,2,1,1,2,"{'RN': 234, 'PT': 5}","{'677297': 35, '678210': 33, '457047': 20, '459298': 20, '678008': 18, '677259': 16, '677249': 15, '679231': 15, '743162': 15, '677101': 12, '677917': 11, '677194': 10, '679027': 8, '747523': 7, '677142': 2, '677421': 1, '747518': 1}",,312.418410041841,"{'Underweight': 149, 'Overweight': 24, 'Normal weight': 23, 'Obese-Class1': 22, 'Obese-Class2': 11, 'Obese-Class3': 10}",3,13,13,13,48,191,"POLYGON ((-98.953088 33.834, -98.742358 33.834552, -98.423577 33.836047, -98.423145 33.610163, -98.421419 33.466797, -98.420666 33.396195, -98.953938 33.397534, -98.953088 33.834))",8560.0,3865.0,1082.0,12.64,7478.0,87.36," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Congenital malformations', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism'}, 'Diseases of the circulatory system', 'Diseases of the digestive system', 'Diseases of the digestive system'}, 'Diseases of the ear and mastoid process', 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the nervous system'}, 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Diseases of the skin and subcutaneous tissue'}, 'Endocrine', 'Endocrine'}, 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Mental', 'Neoplasms', 'Symptoms'}, 'deformations and chromosomal abnormalities', 'not elsewhere classified', 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'poisoning and certain other consequences of external causes'}, 'signs and abnormal clinical and laboratory findings',{'Certain infectious and parasitic diseases',{'Diseases of the circulatory system',{'Diseases of the digestive system',{'Diseases of the ear and mastoid process',{'Diseases of the eye and adnexa',{'Diseases of the genitourinary system',{'Diseases of the musculoskeletal system and connective tissue',{'Diseases of the musculoskeletal system and connective tissue'},{'Diseases of the nervous system',{'Endocrine',{'External causes of morbidity',{'Factors influencing health status and contact with health services',{'Injury',{'Mental',{'Neoplasms',{'Unknown'},{'not elsewhere classified',{'nutritional and metabolic diseases',{'poisoning and certain other consequences of external causes'"," 'A00-B99', 'A00-B99'}, 'C00-D49', 'C00-D49'}, 'D50-D89', 'D50-D89'}, 'E00-E89', 'E00-E89'}, 'G00-G99', 'G00-G99'}, 'H00-H59', 'H00-H59'}, 'H60-H95', 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'K00-K95'}, 'L00-L99', 'L00-L99'}, 'M00-M99', 'M00-M99'}, 'N00-N99', 'N00-N99'}, 'Q00-Q99', 'R00-R99', 'R00-R99'}, 'S00-T88', 'Z00-Z99',{'D50-D89',{'E00-E89',{'F01-F99',{'G00-G99',{'H60-H95',{'I00-I99',{'K00-K95',{'L00-L99',{'M00-M99',{'M00-M99'},{'N00-N99',{'R00-R99',{'S00-T88',{'Unknown'},{'V00-Y99',{'Z00-Z99'"
Armstrong,48011,28,8,17,79.6774193548387,"{'Female': 19, 'Male': 12}",1,1,1,1,1,1,"{'RN': 30, 'PT': 1}","{'457754': 12, '677943': 9, '457590': 4, '677447': 2, '677188': 1, '459482': 1, '679259': 1, '459426': 1}",,171.61290322580646,"{'Underweight': 19, 'Overweight': 6, 'Normal weight': 2, 'Obese-Class3': 2, 'Obese-Class1': 1, 'Obese-Class2': 1}",0,0,0,0,5,26,"POLYGON ((-101.471562 34.747462, -101.629257 34.747649, -101.629396 34.750056, -101.622941 35.183117, -101.086281 35.18214, -101.090749 34.748246, -101.471562 34.747462))",1848.0,842.0,0.0,0.0,1848.0,100.0," 'Behavioral and Neurodevelopmental disorders', 'Behavioral and Neurodevelopmental disorders'}, 'Certain infectious and parasitic diseases', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism', 'Diseases of the circulatory system', 'Diseases of the digestive system', 'Diseases of the genitourinary system', 'Diseases of the genitourinary system'}, 'Diseases of the musculoskeletal system and connective tissue', 'Diseases of the musculoskeletal system and connective tissue'}, 'Diseases of the nervous system', 'Diseases of the nervous system'}, 'Diseases of the respiratory system', 'Diseases of the respiratory system'}, 'Diseases of the skin and subcutaneous tissue', 'Endocrine', 'Factors influencing health status and contact with health services', 'Factors influencing health status and contact with health services'}, 'Injury', 'Injury'}, 'Mental', 'Neoplasms', 'Symptoms'}, 'nutritional and metabolic diseases', 'nutritional and metabolic diseases'}, 'poisoning and certain other consequences of external causes', 'signs and abnormal clinical and laboratory findings',{'Diseases of the circulatory system',{'Diseases of the genitourinary system',{'Endocrine',{'External causes of morbidity',{'Unknown'},{'not elsewhere classified',{'poisoning and certain other consequences of external causes'"," 'A00-B99', 'C00-D49'}, 'E00-E89', 'E00-E89'}, 'G00-G99', 'G00-G99'}, 'I00-I99', 'I00-I99'}, 'J00-J99', 'J00-J99'}, 'K00-K95', 'L00-L99', 'M00-M99', 'M00-M99'}, 'N00-N99', 'R00-R99', 'R00-R99'}, 'S00-T88', 'Z00-Z99', 'Z00-Z99'},{'D50-D89',{'F01-F99',{'G00-G99',{'I00-I99',{'K00-K95',{'M00-M99',{'N00-N99',{'S00-T88',{'Unknown'},{'V00-Y99',{'Z00-Z99'"
