County,Topic,Indicator,AbsoluteIndexDisparity,RelativeIndexDisparity,PopulationWeightedIndexDisparity,PopulationAttributableProportion
Lee,Internet Connectivity,% HH INTERNET NO SUBS,0.4662564633707187,0.16043197468882275,0.00027960759516111106,0.0
Leon,Internet Connectivity,% HH INTERNET NO SUBS,0.6587435366292813,0.22666393862063397,0.00035528236007923325,0.0
Liberty,Internet Connectivity,% HH INTERNET NO SUBS,1.5350799927824834,0.5281983927192975,0.00482604739500081,1.0
Limestone,Internet Connectivity,% HH INTERNET NO SUBS,0.6574935366292816,0.2262338320502902,0.000499596224364324,1.0
Lipscomb,Internet Connectivity,% HH INTERNET NO SUBS,0.17874353662928133,0.0615030156085991,1.8760404050506073e-05,0.0
Live Oak,Internet Connectivity,% HH INTERNET NO SUBS,0.24374353662928172,0.08386855726647896,9.47953418017113e-05,0.0
Llano,Internet Connectivity,% HH INTERNET NO SUBS,0.6637564633707185,0.22838881280314954,0.0004837900992197756,1.0
Loving,Internet Connectivity,% HH INTERNET NO SUBS,2.9062564633707186,1.0,6.381845325539471e-06,0.0
Lubbock,Internet Connectivity,% HH INTERNET NO SUBS,1.1211963668179612,0.38578713921123853,0.0119500583351506,1.0
Lynn,Internet Connectivity,% HH INTERNET NO SUBS,1.759589796704052,0.6054489061379167,0.0003378481186758412,0.0
Madison,Internet Connectivity,% HH INTERNET NO SUBS,1.1612435366292813,0.39956677989885797,0.0005360920611855308,0.0
Marion,Internet Connectivity,% HH INTERNET NO SUBS,0.3787564633707188,0.13032451476475393,0.00012638106964568623,0.0
Martin,Internet Connectivity,% HH INTERNET NO SUBS,3.7137435366292815,1.277844396540981,0.000667308792150195,0.0
Mason,Internet Connectivity,% HH INTERNET NO SUBS,2.6337435366292814,0.9062323197639025,0.0003572174461522894,0.0
Matagorda,Internet Connectivity,% HH INTERNET NO SUBS,1.4260512289369736,0.49068320257016085,0.0017739255983175977,1.0
Maverick,Internet Connectivity,% HH INTERNET NO SUBS,1.5508718479861032,0.5336321372640939,0.0030802737827642372,1.0
McCulloch,Internet Connectivity,% HH INTERNET NO SUBS,0.6162564633707186,0.21204476313008364,0.0001613312093336196,1.0
McLennan,Internet Connectivity,% HH INTERNET NO SUBS,0.5475366400775572,0.18839928512107848,0.004895363707238979,1.0
McMullen,Internet Connectivity,% HH INTERNET NO SUBS,0.7262564633707185,0.24989414132034157,1.495111647810864e-05,0.0
Medina,Internet Connectivity,% HH INTERNET NO SUBS,1.0717110088252642,0.36875995712445764,0.0018660745382732997,1.0
Menard,Internet Connectivity,% HH INTERNET NO SUBS,6.273743536629281,2.1587026526051667,0.00042233602532923555,0.0
Midland,Internet Connectivity,% HH INTERNET NO SUBS,0.6030132201274756,0.20748795838481923,0.0035169377983138477,1.0
Milam,Internet Connectivity,% HH INTERNET NO SUBS,0.37768503479929016,0.12995585199017348,0.0003207801806202875,1.0
Mills,Internet Connectivity,% HH INTERNET NO SUBS,2.0012564633707184,0.6886028430710591,0.00030597101965123365,0.0
Mitchell,Internet Connectivity,% HH INTERNET NO SUBS,1.5612564633707187,0.5372053303100273,0.00048157763002475737,1.0
Montague,Internet Connectivity,% HH INTERNET NO SUBS,1.0112564633707186,0.3479584393587373,0.0006927283937684643,1.0
Montgomery,Internet Connectivity,% HH INTERNET NO SUBS,1.0885872904383878,0.37456683680827957,0.023173813776845367,1.0
Moore,Internet Connectivity,% HH INTERNET NO SUBS,2.0954102032959483,0.7209997568024884,0.0015355430637042228,1.0
Morris,Internet Connectivity,% HH INTERNET NO SUBS,2.179589796704052,0.7499647137734472,0.0008953856148015118,0.0
Motley,Internet Connectivity,% HH INTERNET NO SUBS,2.3337435366292816,0.8030067428813807,8.511747988477453e-05,0.0
Nacogdoches,Internet Connectivity,% HH INTERNET NO SUBS,0.29256706604104643,0.10066801389637957,0.0006490026680429385,1.0
Navarro,Internet Connectivity,% HH INTERNET NO SUBS,1.6845897967040517,0.5796425119172862,0.0030416580361580146,1.0
Newton,Internet Connectivity,% HH INTERNET NO SUBS,0.8997435366292814,0.3095884853829265,0.00037715135600186963,0.0
Nolan,Internet Connectivity,% HH INTERNET NO SUBS,0.4922564633707185,0.16937819135197457,0.00024892146220644086,1.0
Nueces,Internet Connectivity,% HH INTERNET NO SUBS,0.6058397967040521,0.20846054171055167,0.007341483127959959,1.0
Ochiltree,Internet Connectivity,% HH INTERNET NO SUBS,1.070410203295948,0.36831236912053883,0.0003678184906354835,1.0
Oldham,Internet Connectivity,% HH INTERNET NO SUBS,2.0437435366292815,0.7032220185616097,0.0001232757437370314,0.0
Orange,Internet Connectivity,% HH INTERNET NO SUBS,1.1033397967040521,0.37964295670740034,0.003210542835772745,1.0
Palo Pinto,Internet Connectivity,% HH INTERNET NO SUBS,0.12774353662928117,0.043954667538570344,0.00012451659797967863,1.0
Panola,Internet Connectivity,% HH INTERNET NO SUBS,2.3033993205135754,0.7925657455027418,0.0017775030885891084,1.0
Parker,Internet Connectivity,% HH INTERNET NO SUBS,1.1369461185431324,0.39120639656986284,0.005782090920599734,1.0
Parmer,Internet Connectivity,% HH INTERNET NO SUBS,2.3437435366292814,0.8064475954441314,0.0007936254758236466,0.0
Pecos,Internet Connectivity,% HH INTERNET NO SUBS,0.8582564633707186,0.2953133951486512,0.0004473969144872826,1.0
Polk,Internet Connectivity,% HH INTERNET NO SUBS,0.4191281520138963,0.1442158175977991,0.0007208024488181441,1.0
Potter,Internet Connectivity,% HH INTERNET NO SUBS,1.0477435366292815,0.36051310331163733,0.004260860527447555,1.0
Presidio,Internet Connectivity,% HH INTERNET NO SUBS,0.8387435366292815,0.2885992847501471,0.00017643830083657313,0.0
Rains,Internet Connectivity,% HH INTERNET NO SUBS,1.4904102032959479,0.5128281767560694,0.0006220346688821884,0.0
Randall,Internet Connectivity,% HH INTERNET NO SUBS,1.2880746451889005,0.44320749439124607,0.006220582521683586,1.0
Reagan,Internet Connectivity,% HH INTERNET NO SUBS,0.4862564633707187,0.1673136798143242,5.647502400082767e-05,0.0
Real,Internet Connectivity,% HH INTERNET NO SUBS,2.4337435366292812,0.8374152685088879,0.000230303976705066,0.0
Red River,Internet Connectivity,% HH INTERNET NO SUBS,2.0137435366292813,0.6928994608733574,0.0008005851507458331,0.0
Reeves,Internet Connectivity,% HH INTERNET NO SUBS,2.1037564633707184,0.7238715818392542,0.00106453747925189,1.0
Refugio,Internet Connectivity,% HH INTERNET NO SUBS,1.5412564633707186,0.5303236251845258,0.00035647707205643234,0.0
Roberts,Internet Connectivity,% HH INTERNET NO SUBS,1.0862564633707186,0.37376483357936774,3.0822669334944035e-05,0.0
Robertson,Internet Connectivity,% HH INTERNET NO SUBS,1.2995897967040517,0.4471696882513832,0.0007471966682507948,0.0
Rockwall,Internet Connectivity,% HH INTERNET NO SUBS,1.8900495668189947,0.6503381895715038,0.006991990947573505,1.0
Runnels,Internet Connectivity,% HH INTERNET NO SUBS,0.7962435366292815,0.2739756613584565,0.00027046649856477033,0.0
Rusk,Internet Connectivity,% HH INTERNET NO SUBS,3.9880292509149955,1.3722220668335723,0.007144595800455771,1.0
Sabine,Internet Connectivity,% HH INTERNET NO SUBS,0.6895897967040518,0.23727768192358892,0.00023409659514177578,0.0
San Augustine,Internet Connectivity,% HH INTERNET NO SUBS,2.4195897967040523,0.8325451752794647,0.0006573393120215406,0.0
San Jacinto,Internet Connectivity,% HH INTERNET NO SUBS,1.9704102032959483,0.6779890997681044,0.0018525556965979892,0.0
San Patricio,Internet Connectivity,% HH INTERNET NO SUBS,0.8593814633707186,0.29570049106196067,0.0020273215288003723,1.0
San Saba,Internet Connectivity,% HH INTERNET NO SUBS,1.0162564633707187,0.34967886564011275,0.00019979761824278058,0.0
Schleicher,Internet Connectivity,% HH INTERNET NO SUBS,1.2437435366292817,0.4279538135415516,0.00010459393740721879,0.0
Scurry,Internet Connectivity,% HH INTERNET NO SUBS,0.36375646337071865,0.1251632359206278,0.00021132522627341575,1.0
Shackelford,Internet Connectivity,% HH INTERNET NO SUBS,1.2262564633707187,0.421936769457878,0.00013063973117963967,0.0
Shelby,Internet Connectivity,% HH INTERNET NO SUBS,0.5348278919421472,0.18402639226197057,0.0004408141988274675,1.0
Sherman,Internet Connectivity,% HH INTERNET NO SUBS,1.2262564633707187,0.421936769457878,0.00011704983321795735,0.0
Smith,Internet Connectivity,% HH INTERNET NO SUBS,0.6644707490850044,0.22863458798620323,0.00532299497364296,1.0
Somervell,Internet Connectivity,% HH INTERNET NO SUBS,3.5037435366292815,1.2055864927232156,0.0011065943960205007,0.0
Starr,Internet Connectivity,% HH INTERNET NO SUBS,1.8591976398413068,0.6397224963708062,0.004205088323799665,1.0
Stephens,Internet Connectivity,% HH INTERNET NO SUBS,2.317076869962615,0.7972719886101296,0.0007235389584553004,1.0
Sterling,Internet Connectivity,% HH INTERNET NO SUBS,1.4262564633707187,0.4907538207128925,6.714042731316078e-05,0.0
Stonewall,Internet Connectivity,% HH INTERNET NO SUBS,1.0162564633707187,0.34967886564011275,4.3411524382593684e-05,0.0
Sutton,Internet Connectivity,% HH INTERNET NO SUBS,2.863743536629281,0.985371928707169,0.0003313248820566904,0.0
Swisher,Internet Connectivity,% HH INTERNET NO SUBS,0.012923130037385544,0.004446658510789894,3.0909726422089726e-06,0.0
Tarrant,Internet Connectivity,% HH INTERNET NO SUBS,0.768042177656433,0.2642719895289786,0.05562007867661319,1.0
Taylor,Internet Connectivity,% HH INTERNET NO SUBS,0.8667442682487665,0.29823392366532714,0.004258833111937639,1.0
Terrell,Internet Connectivity,% HH INTERNET NO SUBS,4.013743536629281,1.3810699734235028,0.00010466357758036144,0.0
Terry,Internet Connectivity,% HH INTERNET NO SUBS,1.0404102032959468,0.3579898114322863,0.000422336309983872,1.0
Throckmorton,Internet Connectivity,% HH INTERNET NO SUBS,1.443743536629281,0.4967708647965659,7.13320834807387e-05,0.0
Titus,Internet Connectivity,% HH INTERNET NO SUBS,1.2873675744818298,0.4429642017857991,0.0013802039235166269,1.0
Tom Green,Internet Connectivity,% HH INTERNET NO SUBS,1.5718916847774294,0.5408647531932975,0.006472127793366801,1.0
Travis,Internet Connectivity,% HH INTERNET NO SUBS,0.1783642262844536,0.06137250051139126,0.007895745047269694,1.0
Trinity,Internet Connectivity,% HH INTERNET NO SUBS,0.18374353662928122,0.06322344188997443,8.57525820762321e-05,0.0
Tyler,Internet Connectivity,% HH INTERNET NO SUBS,0.7162564633707187,0.24645328875759093,0.0004865441307676138,0.0
Upshur,Internet Connectivity,% HH INTERNET NO SUBS,1.2142564633707185,0.417807746382577,0.0017036529910254786,1.0
Upton,Internet Connectivity,% HH INTERNET NO SUBS,6.158743536629281,2.119132848133533,0.0006990206160309424,0.0
Uvalde,Internet Connectivity,% HH INTERNET NO SUBS,0.29207686996261506,0.10049934465310748,0.0002461663116777105,1.0
Val Verde,Internet Connectivity,% HH INTERNET NO SUBS,0.08802925091499558,0.03028956736078893,0.00014372706946454993,1.0
Van Zandt,Internet Connectivity,% HH INTERNET NO SUBS,1.943743536629282,0.6688134929341025,0.003970886289302956,0.0
Victoria,Internet Connectivity,% HH INTERNET NO SUBS,4.438543536629282,1.5272373902891536,0.01390701731128134,1.0
Walker,Internet Connectivity,% HH INTERNET NO SUBS,1.5629231300373851,0.5377788057371523,0.004096975256846614,1.0
Waller,Internet Connectivity,% HH INTERNET NO SUBS,1.9044382815525371,0.6552891341680637,0.0037110920260905312,1.0
Ward,Internet Connectivity,% HH INTERNET NO SUBS,1.419589796704052,0.488459919004392,0.0005671493387195295,1.0
Washington,Internet Connectivity,% HH INTERNET NO SUBS,0.8351453522596075,0.28736120255918285,0.0010259781472945582,1.0
Webb,Internet Connectivity,% HH INTERNET NO SUBS,0.02098991344087553,0.0072223197454952485,0.0001923710265843076,1.0
Wharton,Internet Connectivity,% HH INTERNET NO SUBS,0.6062564633707188,0.20860391056733296,0.000864706592991541,1.0
Wheeler,Internet Connectivity,% HH INTERNET NO SUBS,1.0112564633707186,0.3479584393587373,0.0001731387270175125,0.0
Wichita,Internet Connectivity,% HH INTERNET NO SUBS,0.4212435366292815,0.14494369025530426,0.0018695283162189628,1.0
Wilbarger,Internet Connectivity,% HH INTERNET NO SUBS,5.28624353662928,1.8189184620335324,0.0023373909584049244,1.0
Willacy,Internet Connectivity,% HH INTERNET NO SUBS,1.2670768699626143,0.43598246952130304,0.0008766212941093007,1.0
Williamson,Internet Connectivity,% HH INTERNET NO SUBS,1.6664786855929405,0.5734107456091931,0.0348226279716261,1.0
Wilson,Internet Connectivity,% HH INTERNET NO SUBS,0.9679231300373858,0.33304807825348437,0.0016523137050424035,1.0
Winkler,Internet Connectivity,% HH INTERNET NO SUBS,1.009589796704052,0.3473849639316122,0.00026987988797214465,1.0
Wise,Internet Connectivity,% HH INTERNET NO SUBS,1.2950064633707186,0.4455926308267892,0.0030495162707206785,1.0
Wood,Internet Connectivity,% HH INTERNET NO SUBS,0.44708979670405213,0.1538370072768839,0.0006878944127274234,1.0
Yoakum,Internet Connectivity,% HH INTERNET NO SUBS,2.3912564633707185,0.8227960930183376,0.0006312635349434182,0.0
Young,Internet Connectivity,% HH INTERNET NO SUBS,0.6817435366292814,0.2345778995149607,0.00041793142787485606,1.0
Zapata,Internet Connectivity,% HH INTERNET NO SUBS,2.4779231300373854,0.8526168152288439,0.001180840313996016,1.0
Zavala,Internet Connectivity,% HH INTERNET NO SUBS,3.4462435366292814,1.185801590487399,0.0011434174156467797,1.0
Anderson,Internet Connectivity,% HH NO COMP DEV,0.7002077611247088,0.05616170787287873,0.0013915628740701872,1.0
Andrews,Internet Connectivity,% HH NO COMP DEV,5.9027077611247085,0.4734396951081749,0.003769033689018544,1.0
Angelina,Internet Connectivity,% HH NO COMP DEV,2.4205649039818535,0.19414674696894685,0.00717526103334583,1.0
Aransas,Internet Connectivity,% HH NO COMP DEV,4.399525942942891,0.3528736819338161,0.0035971809880559944,1.0
Archer,Internet Connectivity,% HH NO COMP DEV,0.8610410944580416,0.06906170011001021,0.00025288904015066736,1.0
Armstrong,Internet Connectivity,% HH NO COMP DEV,2.467707761124709,0.19792794380529316,0.00015646891027689127,0.0
Atascosa,Internet Connectivity,% HH NO COMP DEV,1.720015453432401,0.1379576331421197,0.0028906290332339837,1.0
Austin,Internet Connectivity,% HH NO COMP DEV,2.1852077611247083,0.17526940821779266,0.0022618157383452347,1.0
Bailey,Internet Connectivity,% HH NO COMP DEV,1.5622922388752905,0.12530709484117364,0.00037007983523879045,1.0
Bandera,Internet Connectivity,% HH NO COMP DEV,4.974850618267566,0.3990188664655375,0.0035590926765913414,0.0
Bastrop,Internet Connectivity,% HH NO COMP DEV,2.981517284934233,0.23913916993072598,0.009945060818581916,1.0
Baylor,Internet Connectivity,% HH NO COMP DEV,4.84229223887529,0.3883867292730374,0.0005756872342688851,0.0
Bee,Internet Connectivity,% HH NO COMP DEV,2.452292238875291,0.19669150784250258,0.002612307091667839,1.0
Bell,Internet Connectivity,% HH NO COMP DEV,5.807475202985175,0.46580135773580916,0.07385505357172718,1.0
Bexar,Internet Connectivity,% HH NO COMP DEV,4.518541094458042,0.3624195546632243,0.3115161537898062,1.0
Blanco,Internet Connectivity,% HH NO COMP DEV,6.672707761124709,0.5351992434351674,0.0026040402506561085,0.0
Borden,Internet Connectivity,% HH NO COMP DEV,5.297707761124709,0.4249143357083952,0.00011469638257463968,0.0
Bosque,Internet Connectivity,% HH NO COMP DEV,0.006279189696137166,0.0005036362590817354,3.928635485899627e-06,0.0
Bowie,Internet Connectivity,% HH NO COMP DEV,7.832292238875292,0.6282062740752549,0.024963428777592583,1.0
Brazoria,Internet Connectivity,% HH NO COMP DEV,7.280400068817016,0.583940545311615,0.09293231134833899,1.0
Brazos,Internet Connectivity,% HH NO COMP DEV,7.627866491283439,0.6118098561042412,0.061202753901499554,1.0
Brewster,Internet Connectivity,% HH NO COMP DEV,0.1243744277913752,0.00997572530366684,4.0736610427516386e-05,1.0
Briscoe,Internet Connectivity,% HH NO COMP DEV,7.2622922388752915,0.5824881668721567,0.0003575674574231004,0.0
Brooks,Internet Connectivity,% HH NO COMP DEV,15.687292238875292,1.2582338742161971,0.003808624663316602,1.0
Brown,Internet Connectivity,% HH NO COMP DEV,1.5522922388752907,0.12450502278497894,0.0020289616019615623,1.0
Burleson,Internet Connectivity,% HH NO COMP DEV,5.50943509601815,0.44189639359345595,0.003334934073761348,0.0
Burnet,Internet Connectivity,% HH NO COMP DEV,5.8497077611247095,0.46918871321034306,0.009860826066419661,1.0
Caldwell,Internet Connectivity,% HH NO COMP DEV,1.8667986702156174,0.14973070479213846,0.0029388786431507573,1.0
Calhoun,Internet Connectivity,% HH NO COMP DEV,3.8314577611247085,0.30731052046884627,0.0026431516688547904,1.0
Callahan,Internet Connectivity,% HH NO COMP DEV,1.1222922388752892,0.09001592436860643,0.0005278523014565145,0.0
Cameron,Internet Connectivity,% HH NO COMP DEV,4.578458905541959,0.3672253948571006,0.06613803945462653,1.0
Camp,Internet Connectivity,% HH NO COMP DEV,1.705625572208623,0.13680346097996438,0.0007294130064466198,0.0
Carson,Internet Connectivity,% HH NO COMP DEV,3.8227077611247093,0.306608707419676,0.0007616497228655928,0.0
Cass,Internet Connectivity,% HH NO COMP DEV,5.73229223887529,0.4597711422743664,0.005596339003039862,1.0
Castro,Internet Connectivity,% HH NO COMP DEV,2.2456255722086222,0.18011535201447848,0.0005679317134718999,0.0
Chambers,Internet Connectivity,% HH NO COMP DEV,6.433422046838994,0.5160068049476512,0.010279925577670275,1.0
Cherokee,Internet Connectivity,% HH NO COMP DEV,1.9962791896961374,0.1601159754418284,0.003452928385937521,1.0
Childress,Internet Connectivity,% HH NO COMP DEV,1.3727077611247083,0.11010105365197272,0.00031386684481359754,1.0
Clay,Internet Connectivity,% HH NO COMP DEV,1.6443744277913765,0.1318906778452624,0.0005764995554393199,0.0
Cochran,Internet Connectivity,% HH NO COMP DEV,3.902292238875292,0.31299195599073515,0.00034102098086738583,0.0
Coke,Internet Connectivity,% HH NO COMP DEV,0.2877077611247092,0.023076235554847103,3.242793661313716e-05,0.0
Coleman,Internet Connectivity,% HH NO COMP DEV,0.6822922388752914,0.05472475389603951,0.00017988301223519654,1.0
Collin,Internet Connectivity,% HH NO COMP DEV,10.757980488397436,0.8628675530831468,0.39291128501882217,1.0
Collingsworth,Internet Connectivity,% HH NO COMP DEV,2.167707761124708,0.17386578211945192,0.0001972452785601603,0.0
Colorado,Internet Connectivity,% HH NO COMP DEV,5.6422922388752905,0.452552493768614,0.003979675636726935,0.0
Comal,Internet Connectivity,% HH NO COMP DEV,7.304980488397436,0.5859120720791146,0.0404787078046595,1.0
Comanche,Internet Connectivity,% HH NO COMP DEV,0.7422922388752919,0.05953718623320779,0.0003462219112030204,0.0
Concho,Internet Connectivity,% HH NO COMP DEV,0.7722922388752913,0.06194340240179186,8.752308318631403e-05,0.0
Cooke,Internet Connectivity,% HH NO COMP DEV,0.7311811277641791,0.05864599505965798,0.0010453458345746275,1.0
Coryell,Internet Connectivity,% HH NO COMP DEV,6.527181445335235,0.523526984301597,0.018608976554567423,1.0
Cottle,Internet Connectivity,% HH NO COMP DEV,12.57229223887529,1.0083884287115459,0.0005952863414282367,0.0
Crane,Internet Connectivity,% HH NO COMP DEV,8.86770776112471,0.7112540597699055,0.0014224118169299006,0.0
Crockett,Internet Connectivity,% HH NO COMP DEV,0.2677077611247096,0.021472091442457725,2.8456058140689542e-05,0.0
Crosby,Internet Connectivity,% HH NO COMP DEV,1.4222922388752917,0.11407808605444783,0.00025049119726400855,0.0
Culberson,Internet Connectivity,% HH NO COMP DEV,25.102292238875293,2.0133847151235136,0.0018844866406541563,0.0
Dallam,Internet Connectivity,% HH NO COMP DEV,2.627707761124709,0.21076109670440848,0.0006414817898360867,1.0
Dallas,Internet Connectivity,% HH NO COMP DEV,4.890642543733405,0.3922647721165563,0.4385582353449983,1.0
Dawson,Internet Connectivity,% HH NO COMP DEV,5.2622922388752915,0.42207375563321525,0.002248981724886487,1.0
DeWitt,Internet Connectivity,% HH NO COMP DEV,8.925625572208622,0.7158994855525426,0.0060710291403832575,1.0
Deaf Smith,Internet Connectivity,% HH NO COMP DEV,0.7452077611247088,0.05977103212575491,0.0004751443400356443,1.0
Delta,Internet Connectivity,% HH NO COMP DEV,3.457292238875292,0.2772997494900707,0.0006203976501589205,0.0
Denton,Internet Connectivity,% HH NO COMP DEV,10.146982372523674,0.8138611015701508,0.31557290508047464,1.0
Dickens,Internet Connectivity,% HH NO COMP DEV,2.127707761124709,0.17065749389467316,0.00012921639132807742,0.0
Dimmit,Internet Connectivity,% HH NO COMP DEV,7.038958905541955,0.5645752242838079,0.002080635842121868,1.0
Donley,Internet Connectivity,% HH NO COMP DEV,1.5377077611247092,0.12333524257918546,0.0001718926276038318,0.0
Duval,Internet Connectivity,% HH NO COMP DEV,10.672292238875292,0.8559947380345516,0.0035998778874486194,0.0
Eastland,Internet Connectivity,% HH NO COMP DEV,3.123720810303862,0.25054491732986145,0.0018997253535272293,0.0
Ector,Internet Connectivity,% HH NO COMP DEV,4.498919882336829,0.3608457920681149,0.025496139194100185,1.0
Edwards,Internet Connectivity,% HH NO COMP DEV,11.80229223887529,0.9466288803845534,0.0005758353530003755,0.0
El Paso,Internet Connectivity,% HH NO COMP DEV,1.2268035058055595,0.09839848104483401,0.03643788976948288,1.0
Ellis,Internet Connectivity,% HH NO COMP DEV,7.4874299833469316,0.6005458362356972,0.049441807219464784,1.0
Erath,Internet Connectivity,% HH NO COMP DEV,6.488541094458042,0.5204277497335815,0.009471700382762927,1.0
Falls,Internet Connectivity,% HH NO COMP DEV,13.033958905541956,1.0454174219725347,0.007588210449090003,1.0
Fannin,Internet Connectivity,% HH NO COMP DEV,0.661041094458044,0.05302025898611628,0.0008088472598119888,1.0
Fayette,Internet Connectivity,% HH NO COMP DEV,8.40118112776418,0.6738352621609982,0.00704344383017322,1.0
Fisher,Internet Connectivity,% HH NO COMP DEV,5.597292238875292,0.448943169515738,0.0007052011615327262,0.0
Floyd,Internet Connectivity,% HH NO COMP DEV,0.06270776112470955,0.005029614290466229,1.1622732411731075e-05,0.0
Foard,Internet Connectivity,% HH NO COMP DEV,0.8922922388752905,0.07156826707612828,3.3523827615365085e-05,0.0
Fort Bend,Internet Connectivity,% HH NO COMP DEV,8.900790467891627,0.7139075312340084,0.25127202522200554,1.0
Franklin,Internet Connectivity,% HH NO COMP DEV,3.8927077611247096,0.31222321181303897,0.0013835727445542006,0.0
Freestone,Internet Connectivity,% HH NO COMP DEV,1.711042238875292,0.13723791667707003,0.001140978969894957,0.0
Frio,Internet Connectivity,% HH NO COMP DEV,13.492292238875292,1.082179057881459,0.008511022479544592,1.0
Gaines,Internet Connectivity,% HH NO COMP DEV,2.492292238875292,0.19989979606728148,0.0018469063138690418,1.0
Galveston,Internet Connectivity,% HH NO COMP DEV,6.034864623869807,0.48403962777239523,0.07261283132435732,1.0
Garza,Internet Connectivity,% HH NO COMP DEV,6.614374427791376,0.5305204897740317,0.0013199137036454202,0.0
Gillespie,Internet Connectivity,% HH NO COMP DEV,1.4662791896961362,0.11760615646350886,0.0013445183963017371,1.0
Glasscock,Internet Connectivity,% HH NO COMP DEV,5.5677077611247086,0.44657028122565223,0.00021319302436401878,0.0
Goliad,Internet Connectivity,% HH NO COMP DEV,10.292292238875293,0.8255159998991529,0.0024762037704610957,0.0
Gonzales,Internet Connectivity,% HH NO COMP DEV,3.1722922388752917,0.25444069588852153,0.002139116348694199,1.0
Gray,Internet Connectivity,% HH NO COMP DEV,0.9105649039818484,0.07303386648354569,0.0006631807189380735,1.0
Grayson,Internet Connectivity,% HH NO COMP DEV,2.239374427791377,0.17961396518884748,0.010414445997566897,1.0
Gregg,Internet Connectivity,% HH NO COMP DEV,2.9217077611247095,0.2343420151565329,0.012454522609330814,1.0
Grimes,Internet Connectivity,% HH NO COMP DEV,3.3802077611247086,0.2711170189330601,0.003394445225107015,1.0
Guadalupe,Internet Connectivity,% HH NO COMP DEV,6.797463858685684,0.5452055814045232,0.040279743559434394,1.0
Hale,Internet Connectivity,% HH NO COMP DEV,1.4445144610975102,0.11586046840154689,0.0016118755345234156,1.0
Hall,Internet Connectivity,% HH NO COMP DEV,3.742292238875292,0.30015880309161985,0.0003627342089076192,0.0
Hamilton,Internet Connectivity,% HH NO COMP DEV,0.2822922388752911,0.022641871648251207,7.963587838126031e-05,0.0
Hansford,Internet Connectivity,% HH NO COMP DEV,2.8027077611247098,0.22479735768781592,0.0005082240021884909,0.0
Hardeman,Internet Connectivity,% HH NO COMP DEV,0.3922922388752905,0.03146466426639294,4.7769212254502145e-05,0.0
Hardin,Internet Connectivity,% HH NO COMP DEV,2.6054000688170174,0.20897185904058957,0.005026695654921686,1.0
Harris,Internet Connectivity,% HH NO COMP DEV,5.011898408606723,0.4019903662030173,0.8135811575539489,1.0
Harrison,Internet Connectivity,% HH NO COMP DEV,2.284167238875291,0.1832066713977291,0.005395041816671819,1.0
Hartley,Internet Connectivity,% HH NO COMP DEV,7.267707761124709,0.5829225307787524,0.0013420648850506354,1.0
Haskell,Internet Connectivity,% HH NO COMP DEV,4.297292238875292,0.34467380221042604,0.0007985569775973222,0.0
Hays,Internet Connectivity,% HH NO COMP DEV,8.719664282863839,0.6993799060684143,0.07212235375921204,1.0
Hemphill,Internet Connectivity,% HH NO COMP DEV,4.647707761124709,0.37277965205573926,0.0005393178319383805,0.0
Henderson,Internet Connectivity,% HH NO COMP DEV,0.7655649039818506,0.06140382166872262,0.0021578534560740973,1.0
Hidalgo,Internet Connectivity,% HH NO COMP DEV,0.5633681384831988,0.04518618412278036,0.01683191735585428,1.0
Hill,Internet Connectivity,% HH NO COMP DEV,1.3610410944580416,0.10916530291974556,0.0016752645791418353,1.0
Hockley,Internet Connectivity,% HH NO COMP DEV,1.5622922388752905,0.12530709484117364,0.001154462545124251,1.0
Hood,Internet Connectivity,% HH NO COMP DEV,7.798422046838994,0.6254896406182286,0.016481840645031175,1.0
Hopkins,Internet Connectivity,% HH NO COMP DEV,3.4237077611247084,0.2746060323775071,0.004321389613140761,1.0
Houston,Internet Connectivity,% HH NO COMP DEV,3.1110422388752905,0.24952800454432886,0.0023553848945152677,1.0
Howard,Internet Connectivity,% HH NO COMP DEV,2.5277077611247094,0.20274037614246146,0.003023337346091759,1.0
Hudspeth,Internet Connectivity,% HH NO COMP DEV,9.622292238875291,0.7717771721341073,0.0010571393390096868,0.0
Hunt,Internet Connectivity,% HH NO COMP DEV,4.443898237315185,0.3564326596723424,0.015240714854606674,1.0
Hutchinson,Internet Connectivity,% HH NO COMP DEV,3.3264577611247095,0.26680588163101365,0.002353097097883158,1.0
Irion,Internet Connectivity,% HH NO COMP DEV,1.6822922388752914,0.13493195951551018,8.733186473737447e-05,0.0
Jack,Internet Connectivity,% HH NO COMP DEV,2.1110410944580416,0.16932070713434857,0.0006136418897991071,0.0
Jackson,Internet Connectivity,% HH NO COMP DEV,0.05562557220862274,0.004461571707837718,2.860556565198426e-05,1.0
Jasper,Internet Connectivity,% HH NO COMP DEV,1.724292238875293,0.1383006621515281,0.0019511645139345965,1.0
Jeff Davis,Internet Connectivity,% HH NO COMP DEV,0.6522922388752903,0.052318537727455296,4.467197075045803e-05,0.0
Jefferson,Internet Connectivity,% HH NO COMP DEV,2.4454709190194457,0.19614438883822863,0.021524162195006195,1.0
Jim Hogg,Internet Connectivity,% HH NO COMP DEV,14.61229223887529,1.1720111281752659,0.002425585442140077,0.0
Jim Wells,Internet Connectivity,% HH NO COMP DEV,11.198655875238925,0.8982128944469819,0.014943329533190225,1.0
Johnson,Internet Connectivity,% HH NO COMP DEV,5.643605197022145,0.45265780247266857,0.03484057610383732,1.0
