zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
77516,PO BOX,0,Angleton,,,TX,Brazoria County,America/Chicago,979,NA,US,29.16,-95.42,2547
77517,STANDARD,0,Santa Fe,Arcadia,,TX,Galveston County,America/Chicago,"281, 346, 409, 713, 832",NA,US,29.36,-95.13,5790
77518,STANDARD,0,Bacliff,,,TX,Galveston County,America/Chicago,"281, 346, 713, 832",NA,US,29.5,-94.99,9030
77519,STANDARD,0,Batson,,,TX,Hardin County,America/Chicago,"409, 936",NA,US,30.24,-94.6,960
77520,STANDARD,0,Baytown,"Beach City, Cove, Mont Belvieu, Old River Winfree, Old Rvr Wnfre","Bayway, Cedar Point, Garth, Lakewood, Lynchburg, Mcnair, Stewart Heights",TX,Harris County,America/Chicago,"281, 346, 713, 832",NA,US,29.74,-94.96,33000
77521,STANDARD,0,Baytown,Mont Belvieu,,TX,Harris County,America/Chicago,"281, 346, 713, 832, 936",NA,US,29.8,-94.97,57830
77522,PO BOX,0,Baytown,,,TX,Harris County,America/Chicago,713,NA,US,29.74,-94.96,3001
77523,STANDARD,0,Baytown,"Beach City, Cove, Mont Belvieu, Old River Winfree, Old Rvr Wnfre",,TX,Chambers County,America/Chicago,"281, 346, 713, 832, 936",NA,US,29.76,-94.87,27770
77530,STANDARD,0,Channelview,,,TX,Harris County,America/Chicago,"281, 346, 713, 832",NA,US,29.78,-95.11,30570
77531,STANDARD,0,Clute,Richwood,,TX,Brazoria County,America/Chicago,979,NA,US,29.02,-95.39,14320
77532,STANDARD,0,Crosby,,,TX,Harris County,America/Chicago,"281, 346, 713, 832, 936",NA,US,29.91,-95.05,31460
77533,PO BOX,0,Daisetta,,,TX,Liberty County,America/Chicago,"409, 936",NA,US,30.11,-94.64,972
77534,STANDARD,0,Danbury,,,TX,Brazoria County,America/Chicago,"281, 346, 713, 832, 979",NA,US,29.22,-95.34,3090
77535,STANDARD,0,Dayton,"Dayton Lakes, Mont Belvieu, Old River Winfree, Old Rvr Wnfre","Eastgate, Kenefick",TX,Liberty County,America/Chicago,"281, 346, 713, 832, 936",NA,US,30.05,-94.89,31130
77536,STANDARD,0,Deer Park,,,TX,Harris County,America/Chicago,"281, 346, 713, 832",NA,US,29.69,-95.11,31070
77538,STANDARD,0,Devers,,,TX,Liberty County,America/Chicago,"409, 936",NA,US,30.02,-94.58,800
77539,STANDARD,0,Dickinson,"San Leon, Texas City",,TX,Galveston County,America/Chicago,"281, 346, 409, 713, 832",NA,US,29.45,-95.06,41640
77541,STANDARD,0,Freeport,"Jones Creek, Oyster Creek, Quintana, Surfside Bch, Surfside Beach",,TX,Brazoria County,America/Chicago,"281, 346, 713, 832, 979",NA,US,28.95,-95.36,13670
77542,PO BOX,0,Freeport,,,TX,Brazoria County,America/Chicago,979,NA,US,28.95,-95.36,694
77545,STANDARD,0,Fresno,,,TX,Fort Bend County,America/Chicago,"281, 346, 713, 832",NA,US,29.53,-95.45,24810
77546,STANDARD,0,Friendswood,,,TX,Galveston County,America/Chicago,"281, 346, 713, 832",NA,US,29.51,-95.19,50490
77547,STANDARD,0,Galena Park,,,TX,Harris County,America/Chicago,"281, 346, 713, 832",NA,US,29.74,-95.23,8870
77549,PO BOX,0,Friendswood,,,TX,Galveston County,America/Chicago,713,NA,US,29.51,-95.19,1058
77550,STANDARD,0,Galveston,,"Jamaica Beach, Virginia Point",TX,Galveston County,America/Chicago,409,NA,US,29.3,-94.79,16860
77551,STANDARD,0,Galveston,,,TX,Galveston County,America/Chicago,409,NA,US,29.28,-94.83,16240
77552,PO BOX,0,Galveston,,,TX,Galveston County,America/Chicago,409,NA,US,29.3,-94.79,816
77553,PO BOX,0,Galveston,,,TX,Galveston County,America/Chicago,409,NA,US,29.3,-94.79,1043
77554,STANDARD,0,Galveston,"Jamaica Beach, Tiki Island",West Galveston,TX,Galveston County,America/Chicago,409,NA,US,29.25,-94.92,7060
77555,UNIQUE,0,Galveston,,U Of T Med Br At Galveston,TX,Galveston County,America/Chicago,409,NA,US,29.31,-94.78,173
77560,STANDARD,0,Hankamer,,Haukanier,TX,Chambers County,America/Chicago,"409, 936",NA,US,29.87,-94.57,890
77561,PO BOX,0,Hardin,,,TX,Liberty County,America/Chicago,936,NA,US,30.13,-94.74,1780
77562,STANDARD,0,Highlands,,,TX,Harris County,America/Chicago,"281, 346, 713, 832",NA,US,29.81,-95.05,10130
77563,STANDARD,0,Hitchcock,Bayou Vista,,TX,Galveston County,America/Chicago,"281, 346, 409, 713, 832",NA,US,29.31,-95.01,8500
77564,STANDARD,0,Hull,,,TX,Liberty County,America/Chicago,"409, 936",NA,US,30.19,-94.67,1620
77565,STANDARD,0,Kemah,"Clear Lake Shores, Clear Lk Shrs",,TX,Galveston County,America/Chicago,"281, 346, 713, 832",NA,US,29.54,-95.03,6420
77566,STANDARD,0,Lake Jackson,Richwood,,TX,Brazoria County,America/Chicago,979,NA,US,29.04,-95.44,28450
77568,STANDARD,0,La Marque,Texas City,,TX,Galveston County,America/Chicago,"281, 346, 409, 713, 832",NA,US,29.36,-94.99,19870
77571,STANDARD,0,La Porte,Shoreacres,"Lomax, Morgans Point, Sylvan Beach",TX,Harris County,America/Chicago,"281, 346, 713, 832",NA,US,29.66,-95.04,34040
77572,PO BOX,0,La Porte,,,TX,Harris County,America/Chicago,713,NA,US,29.66,-95.04,1063
77573,STANDARD,0,League City,,,TX,Galveston County,America/Chicago,"281, 346, 713, 832",NA,US,29.48,-95.1,87670
77574,PO BOX,0,League City,,,TX,Galveston County,America/Chicago,713,NA,US,29.48,-95.1,1271
77575,STANDARD,0,Liberty,Ames,"Moss Bluff, Moss Hill",TX,Liberty County,America/Chicago,"281, 346, 409, 713, 832, 936",NA,US,30.04,-94.79,12780
77577,STANDARD,0,Liverpool,,,TX,Brazoria County,America/Chicago,"281, 346, 713, 832, 979",NA,US,29.29,-95.27,1320
77578,STANDARD,0,Manvel,,,TX,Brazoria County,America/Chicago,"281, 346, 713, 832",NA,US,29.48,-95.35,25680
77580,PO BOX,0,Mont Belvieu,,,TX,Chambers County,America/Chicago,"281, 346, 713, 832",NA,US,29.86,-94.87,2626
77581,STANDARD,0,Pearland,"Brookside Village, Brookside Vl",,TX,Brazoria County,America/Chicago,"281, 346, 713, 832",NA,US,29.55,-95.27,44980
77582,PO BOX,0,Raywood,,,TX,Liberty County,America/Chicago,936,NA,US,30.01,-94.66,677
77583,STANDARD,0,Rosharon,"Arcola, Iowa Colony, Sandy Point",,TX,Brazoria County,America/Chicago,"281, 346, 713, 832, 979",NA,US,29.37,-95.45,39710
77584,STANDARD,0,Pearland,,,TX,Brazoria County,America/Chicago,"281, 346, 713, 832",NA,US,29.55,-95.35,85870
77585,STANDARD,0,Saratoga,,,TX,Hardin County,America/Chicago,"409, 936",NA,US,30.28,-94.52,890
77586,STANDARD,0,Seabrook,"El Lago, Taylor Lake Village, Taylor Lk Vlg","Timber Cove, Tod",TX,Harris County,America/Chicago,"281, 346, 713, 832",NA,US,29.56,-95.02,21020
77587,STANDARD,0,South Houston,,,TX,Harris County,America/Chicago,"281, 346, 713, 832",NA,US,29.66,-95.22,14270
77588,PO BOX,0,Pearland,,,TX,Brazoria County,America/Chicago,713,NA,US,29.55,-95.27,1414
77590,STANDARD,0,Texas City,,West Texas City,TX,Galveston County,America/Chicago,"281, 346, 409, 713, 832",NA,US,29.4,-94.95,25170
77591,STANDARD,0,Texas City,,West Texas City,TX,Galveston County,America/Chicago,"281, 346, 409, 713, 832",NA,US,29.4,-95,13740
77592,PO BOX,0,Texas City,,,TX,Galveston County,America/Chicago,409,NA,US,29.4,-94.95,1597
77597,STANDARD,0,Wallisville,,,TX,Chambers County,America/Chicago,"281, 346, 409, 713, 832, 936",NA,US,29.86,-94.69,840
77598,STANDARD,0,Webster,,Fondren,TX,Harris County,America/Chicago,"281, 346, 713, 832",NA,US,29.53,-95.11,19510
77611,STANDARD,0,Bridge City,,,TX,Orange County,America/Chicago,409,NA,US,30.02,-93.85,9220
77612,STANDARD,0,Buna,,,TX,Jasper County,America/Chicago,"337, 409",NA,US,30.44,-93.96,8190
77613,PO BOX,0,China,,,TX,Jefferson County,America/Chicago,409,NA,US,30.05,-94.33,1513
77614,PO BOX,0,Deweyville,,,TX,Newton County,America/Chicago,"337, 409",NA,US,30.3,-93.77,1360
77615,PO BOX,0,Evadale,,,TX,Jasper County,America/Chicago,409,NA,US,30.36,-94.07,1400
77616,STANDARD,0,Fred,,,TX,Tyler County,America/Chicago,409,NA,US,30.57,-94.17,1090
77617,PO BOX,0,Gilchrist,,Caplen,TX,Galveston County,America/Chicago,409,NA,US,29.51,-94.52,296
77619,STANDARD,0,Groves,,Steeltown,TX,Jefferson County,America/Chicago,409,NA,US,29.94,-93.91,14990
77622,STANDARD,0,Hamshire,,,TX,Jefferson County,America/Chicago,409,NA,US,29.86,-94.31,1520
77623,PO BOX,0,High Island,,,TX,Galveston County,America/Chicago,409,NA,US,29.56,-94.38,335
77624,STANDARD,0,Hillister,,,TX,Tyler County,America/Chicago,409,NA,US,30.66,-94.38,730
77625,STANDARD,0,Kountze,,Honey Island,TX,Hardin County,America/Chicago,"409, 936",NA,US,30.37,-94.31,8110
77626,PO BOX,0,Mauriceville,,,TX,Orange County,America/Chicago,409,NA,US,30.21,-93.87,1664
77627,STANDARD,0,Nederland,,,TX,Jefferson County,America/Chicago,409,NA,US,29.97,-93.99,20730
77629,PO BOX,0,Nome,,,TX,Jefferson County,America/Chicago,"409, 936",NA,US,30.03,-94.41,726
77630,STANDARD,0,Orange,West Orange,,TX,Orange County,America/Chicago,"337, 409",NA,US,30.1,-93.75,23260
77631,PO BOX,0,Orange,,,TX,Orange County,America/Chicago,409,NA,US,30.1,-93.75,927
77632,STANDARD,0,Orange,,,TX,Orange County,America/Chicago,"337, 409",NA,US,30.2,-93.8,19530
77639,PO BOX,0,Orangefield,,,TX,Orange County,America/Chicago,409,NA,US,30.03,-93.89,716
77640,STANDARD,0,Port Arthur,Port Acres,"Griffing, Griffing Park, Pear Ridge, Pt Acres, Sabine, West Port Arthur",TX,Jefferson County,America/Chicago,"337, 409",NA,US,29.89,-93.92,13170
77641,PO BOX,0,Port Arthur,,,TX,Jefferson County,America/Chicago,409,NA,US,29.89,-93.92,642
77642,STANDARD,0,Port Arthur,,,TX,Jefferson County,America/Chicago,409,NA,US,29.96,-93.89,31630
77643,PO BOX,0,Port Arthur,,,TX,Jefferson County,America/Chicago,409,NA,US,29.89,-93.92,333
77650,PO BOX,0,Port Bolivar,Crystal Beach,Bolivar,TX,Galveston County,America/Chicago,409,NA,US,29.48,-94.57,2435
77651,STANDARD,0,Port Neches,,,TX,Jefferson County,America/Chicago,409,NA,US,29.97,-93.94,12240
77655,STANDARD,0,Sabine Pass,,,TX,Jefferson County,America/Chicago,"337, 409",NA,US,29.73,-93.89,280
77656,STANDARD,0,Silsbee,,,TX,Hardin County,America/Chicago,409,NA,US,30.34,-94.18,14900
77657,STANDARD,0,Lumberton,"Rose Hill Acres, Rose Hl Acres",,TX,Hardin County,America/Chicago,409,NA,US,30.26,-94.2,20890
77659,STANDARD,0,Sour Lake,,Grayburg,TX,Hardin County,America/Chicago,"409, 936",NA,US,30.13,-94.4,4810
77660,STANDARD,0,Spurger,,,TX,Tyler County,America/Chicago,409,NA,US,30.69,-94.17,1350
77661,PO BOX,0,Stowell,,Figridge,TX,Chambers County,America/Chicago,409,NA,US,29.78,-94.37,686
77662,STANDARD,0,Vidor,,"North Vidor, Pine Forest, Rose City",TX,Orange County,America/Chicago,409,NA,US,30.12,-94,20930
77663,PO BOX,0,Village Mills,,Wildwood,TX,Hardin County,America/Chicago,409,NA,US,30.51,-94.39,1284
77664,STANDARD,0,Warren,,,TX,Tyler County,America/Chicago,"409, 936",NA,US,30.61,-94.4,2770
77665,STANDARD,0,Winnie,,,TX,Chambers County,America/Chicago,"409, 936",NA,US,29.81,-94.38,6630
77670,PO BOX,0,Vidor,,,TX,Orange County,America/Chicago,409,NA,US,30.12,-94,1595
77701,STANDARD,0,Beaumont,,,TX,Jefferson County,America/Chicago,409,NA,US,30.07,-94.11,9600
77702,STANDARD,0,Beaumont,,,TX,Jefferson County,America/Chicago,409,NA,US,30.09,-94.13,2260
77703,STANDARD,0,Beaumont,,,TX,Jefferson County,America/Chicago,409,NA,US,30.11,-94.11,10560
77704,PO BOX,0,Beaumont,,,TX,Jefferson County,America/Chicago,409,NA,US,30.08,-94.14,752
77705,STANDARD,0,Beaumont,"Taylor Landing, Taylor Lndg","Cheek, Fannett",TX,Jefferson County,America/Chicago,409,NA,US,29.9,-94.16,22060
77706,STANDARD,0,Beaumont,,,TX,Jefferson County,America/Chicago,409,NA,US,30.1,-94.17,24690
77707,STANDARD,0,Beaumont,,Lamar University,TX,Jefferson County,America/Chicago,409,NA,US,30.08,-94.14,14870
77708,STANDARD,0,Beaumont,,,TX,Jefferson County,America/Chicago,409,NA,US,30.15,-94.16,10080
77709,PO BOX,1,Beaumont,,,TX,Jefferson County,America/Chicago,409,NA,US,30.14,-94.14,0
77710,PO BOX,0,Beaumont,,,TX,Jefferson County,America/Chicago,409,NA,US,30.08,-94.14,128
77713,STANDARD,0,Beaumont,Bevil Oaks,,TX,Jefferson County,America/Chicago,409,NA,US,30.07,-94.25,12500
77720,PO BOX,0,Beaumont,,,TX,Jefferson County,America/Chicago,409,NA,US,30.08,-94.14,891
77725,PO BOX,0,Beaumont,,,TX,Jefferson County,America/Chicago,409,NA,US,30.08,-94.14,535
77726,PO BOX,0,Beaumont,,,TX,Jefferson County,America/Chicago,409,NA,US,30.08,-94.14,1322
77801,STANDARD,0,Bryan,,"Benchley, Edge, Law, Reliance, Steep Hollow, Tabor",TX,Brazos County,America/Chicago,979,NA,US,30.64,-96.36,9440
77802,STANDARD,0,Bryan,,,TX,Brazos County,America/Chicago,979,NA,US,30.66,-96.36,20790
77803,STANDARD,0,Bryan,,,TX,Brazos County,America/Chicago,979,NA,US,30.68,-96.39,26390
77805,PO BOX,0,Bryan,,,TX,Brazos County,America/Chicago,979,NA,US,30.66,-96.36,2130
77806,PO BOX,0,Bryan,,,TX,Brazos County,America/Chicago,979,NA,US,30.66,-96.36,1204
77807,STANDARD,0,Bryan,Mumford,,TX,Brazos County,America/Chicago,979,NA,US,30.68,-96.48,11240
77808,STANDARD,0,Bryan,Wixon Valley,,TX,Brazos County,America/Chicago,"936, 979",NA,US,30.8,-96.31,14540
77830,STANDARD,0,Anderson,,Carlos,TX,Grimes County,America/Chicago,"936, 979",NA,US,30.55,-96.03,2950
77831,STANDARD,0,Bedias,Singleton,,TX,Grimes County,America/Chicago,936,NA,US,30.74,-95.92,2940
77833,STANDARD,0,Brenham,,"Gay Hill, Independence",TX,Washington County,America/Chicago,"936, 979",NA,US,30.15,-96.39,23750
77834,PO BOX,0,Brenham,,,TX,Washington County,America/Chicago,979,NA,US,30.15,-96.39,1871
77835,STANDARD,0,Burton,,,TX,Washington County,America/Chicago,979,NA,US,30.17,-96.59,2450
77836,STANDARD,0,Caldwell,,,TX,Burleson County,America/Chicago,"512, 737, 979",NA,US,30.52,-96.7,10550
77837,STANDARD,0,Calvert,,,TX,Robertson County,America/Chicago,"254, 979",NA,US,30.97,-96.67,1170
77838,PO BOX,0,Chriesman,,,TX,Burleson County,America/Chicago,979,NA,US,30.59,-96.79,119
77840,STANDARD,0,College Station,College Sta,,TX,Brazos County,America/Chicago,979,NA,US,30.6,-96.31,20030
77841,PO BOX,0,College Station,College Sta,,TX,Brazos County,America/Chicago,979,NA,US,30.6,-96.31,407
77842,PO BOX,0,College Station,College Sta,,TX,Brazos County,America/Chicago,979,NA,US,30.6,-96.31,1411
77843,UNIQUE,0,College Station,College Sta,Tx A & M University,TX,Brazos County,America/Chicago,979,NA,US,30.62,-96.34,107
77844,PO BOX,0,College Station,College Sta,Aggieland,TX,Brazos County,America/Chicago,979,NA,US,30.6,-96.31,262
77845,STANDARD,0,College Station,"Bryan, College Sta",,TX,Brazos County,America/Chicago,"936, 979",NA,US,30.56,-96.27,58270
77850,PO BOX,0,Concord,,,TX,Leon County,America/Chicago,903,NA,US,31.26,-96.1,24
77852,PO BOX,0,Deanville,,,TX,Burleson County,America/Chicago,979,NA,US,30.43,-96.76,222
77853,STANDARD,0,Dime Box,,,TX,Lee County,America/Chicago,979,NA,US,30.35,-96.81,990
77855,PO BOX,0,Flynn,,,TX,Leon County,America/Chicago,"430, 903, 936",NA,US,31.14,-96.12,329
77856,STANDARD,0,Franklin,Ridge,,TX,Robertson County,America/Chicago,"254, 430, 903, 936, 979",NA,US,31.02,-96.48,4670
77857,PO BOX,0,Gause,,,TX,Milam County,America/Chicago,"254, 512, 737, 979",NA,US,30.78,-96.67,850
77859,STANDARD,0,Hearne,,,TX,Robertson County,America/Chicago,"254, 512, 737, 936, 979",NA,US,30.87,-96.59,6240
77861,STANDARD,0,Iola,,,TX,Grimes County,America/Chicago,"936, 979",NA,US,30.73,-96.07,2790
77862,PO BOX,0,Kurten,,,TX,Brazos County,America/Chicago,979,NA,US,30.75,-96.33,104
77863,PO BOX,0,Lyons,,,TX,Burleson County,America/Chicago,979,NA,US,30.39,-96.56,507
77864,STANDARD,0,Madisonville,,Connor,TX,Madison County,America/Chicago,"430, 903, 936",NA,US,30.95,-95.9,6920
77865,STANDARD,0,Marquez,,Vanetia,TX,Leon County,America/Chicago,"430, 903, 936, 979",NA,US,31.23,-96.25,1510
77866,PO BOX,0,Millican,,,TX,Brazos County,America/Chicago,"936, 979",NA,US,30.49,-96.21,383
77867,PO BOX,0,Mumford,,,TX,Robertson County,America/Chicago,"512, 737, 979",NA,US,30.74,-96.55,139
77868,STANDARD,0,Navasota,,White Hall,TX,Grimes County,America/Chicago,"936, 979",NA,US,30.38,-96.08,12630
77869,UNIQUE,1,Navasota,,Texas Dept Of Correction,TX,Grimes County,America/Chicago,936,NA,US,30.35,-96.06,0
77870,PO BOX,0,New Baden,,,TX,Robertson County,America/Chicago,979,NA,US,31.05,-96.4,274
77871,STANDARD,0,Normangee,Hilltop Lakes,,TX,Leon County,America/Chicago,"430, 903, 936, 979",NA,US,31.03,-96.11,3520
77872,STANDARD,0,North Zulch,,,TX,Madison County,America/Chicago,"936, 979",NA,US,30.93,-96.08,1930
77873,STANDARD,0,Richards,,,TX,Grimes County,America/Chicago,936,NA,US,30.58,-95.8,1300
77875,PO BOX,0,Roans Prairie,Anderson,,TX,Grimes County,America/Chicago,936,NA,US,30.58,-95.94,126
77876,PO BOX,0,Shiro,,,TX,Grimes County,America/Chicago,936,NA,US,30.6,-95.87,384
77878,PO BOX,0,Snook,,,TX,Burleson County,America/Chicago,979,NA,US,30.49,-96.46,970
77879,STANDARD,0,Somerville,,,TX,Burleson County,America/Chicago,979,NA,US,30.34,-96.53,4300
77880,STANDARD,0,Washington,,,TX,Washington County,America/Chicago,"936, 979",NA,US,30.33,-96.22,1570
77881,PO BOX,0,Wellborn,,,TX,Brazos County,America/Chicago,979,NA,US,30.53,-96.3,341
77882,PO BOX,0,Wheelock,,,TX,Robertson County,America/Chicago,979,NA,US,30.91,-96.38,307
77901,STANDARD,0,Victoria,,"Cologne, Da Costa, Guadalupe, Mission Valley",TX,Victoria County,America/Chicago,361,NA,US,28.82,-96.98,33060
77902,PO BOX,0,Victoria,,,TX,Victoria County,America/Chicago,361,NA,US,28.82,-96.98,1127
77903,PO BOX,0,Victoria,,,TX,Victoria County,America/Chicago,361,NA,US,28.82,-96.98,2273
77904,STANDARD,0,Victoria,,,TX,Victoria County,America/Chicago,361,NA,US,28.94,-97.02,26130
77905,STANDARD,0,Victoria,Raisin,,TX,Victoria County,America/Chicago,361,NA,US,28.73,-97.04,13610
77950,PO BOX,0,Austwell,,,TX,Refugio County,America/Chicago,361,NA,US,28.39,-96.84,212
77951,PO BOX,0,Bloomington,,,TX,Victoria County,America/Chicago,361,NA,US,28.65,-96.9,2348
77954,STANDARD,0,Cuero,,"Arneckeville, Cheapside, Concrete, Edgar, Lindenau, Stratton",TX,DeWitt County,America/Chicago,"361, 830",NA,US,29.09,-97.28,8900
77957,STANDARD,0,Edna,,"Cordele, El Toro, Morales",TX,Jackson County,America/Chicago,"361, 979",NA,US,28.97,-96.64,7720
77960,PO BOX,0,Fannin,,,TX,Goliad County,America/Chicago,361,NA,US,28.65,-97.25,151
77961,PO BOX,0,Francitas,,,TX,Jackson County,America/Chicago,361,NA,US,28.86,-96.35,112
77962,STANDARD,0,Ganado,,,TX,Jackson County,America/Chicago,"361, 979",NA,US,29.04,-96.51,3410
77963,STANDARD,0,Goliad,,"Ander, Charco, Sarco, Schroeder, Weser",TX,Goliad County,America/Chicago,"361, 830",NA,US,28.66,-97.39,4940
77964,STANDARD,0,Hallettsville,Speaks,"Breslau, Ezzell, Kinkler, Koerth, Rabbs, Vienna, Wied, Worthing",TX,Lavaca County,America/Chicago,"361, 979",NA,US,29.44,-96.94,7420
77967,PO BOX,0,Hochheim,,,TX,De Witt County,America/Chicago,361,NA,US,29.31,-97.3,25
77968,STANDARD,0,Inez,,,TX,Victoria County,America/Chicago,361,NA,US,28.87,-96.79,3230
77969,PO BOX,0,La Salle,,,TX,Jackson County,America/Chicago,361,NA,US,28.76,-96.62,126
77970,PO BOX,0,La Ward,,,TX,Jackson County,America/Chicago,361,NA,US,28.84,-96.46,327
77971,STANDARD,0,Lolita,,,TX,Jackson County,America/Chicago,361,NA,US,28.83,-96.52,810
77973,PO BOX,0,Mcfaddin,,Mc Faddin,TX,Victoria County,America/Chicago,361,NA,US,28.54,-96.97,20
77974,STANDARD,0,Meyersville,,,TX,Victoria County,America/Chicago,361,NA,US,28.89,-97.31,460
77975,STANDARD,0,Moulton,,"Novohrad, Old Moulton, Witting",TX,Lavaca County,America/Chicago,"361, 830, 979",NA,US,29.57,-97.14,1670
77976,PO BOX,0,Nursery,,,TX,Victoria County,America/Chicago,361,NA,US,28.95,-97.12,395
77977,PO BOX,0,Placedo,,,TX,Victoria County,America/Chicago,361,NA,US,28.7,-96.79,671
77978,PO BOX,0,Point Comfort,,,TX,Calhoun County,America/Chicago,361,NA,US,28.69,-96.58,770
77979,STANDARD,0,Port Lavaca,Long Mott,"Clarks, Green Lake, Indianola, Kamey, Magnolia Beach, Olivia, Port Alto, Weedhaven",TX,Calhoun County,America/Chicago,361,NA,US,28.61,-96.62,14900
77982,PO BOX,0,Port O Connor,,,TX,Calhoun County,America/Chicago,361,NA,US,28.44,-96.49,916
77983,STANDARD,0,Seadrift,,,TX,Calhoun County,America/Chicago,361,NA,US,28.41,-96.71,1760
77984,STANDARD,0,Shiner,,"Dreyer, Glaze City, Henkhaus, Mount Olive",TX,Lavaca County,America/Chicago,"361, 830",NA,US,29.43,-97.17,4270
77986,STANDARD,0,Sublime,,,TX,Lavaca County,America/Chicago,361,NA,US,29.48,-96.8,49
77987,PO BOX,0,Sweet Home,,,TX,Lavaca County,America/Chicago,361,NA,US,29.35,-97.08,213
77988,PO BOX,0,Telferner,,,TX,Victoria County,America/Chicago,361,NA,US,28.84,-96.88,738
77989,PO BOX,0,Thomaston,,,TX,De Witt County,America/Chicago,361,NA,US,29,-97.15,115
77990,STANDARD,0,Tivoli,,,TX,Refugio County,America/Chicago,361,NA,US,28.43,-96.88,600
77991,PO BOX,0,Vanderbilt,,,TX,Jackson County,America/Chicago,361,NA,US,28.79,-96.6,537
77993,PO BOX,0,Weesatche,,,TX,Goliad County,America/Chicago,361,NA,US,28.86,-97.43,140
77994,STANDARD,0,Westhoff,,,TX,DeWitt County,America/Chicago,"361, 830",NA,US,29.2,-97.46,320
77995,STANDARD,0,Yoakum,,"Fordtran, Hope, Pearl City, Petersville, Terryville",TX,Lavaca County,America/Chicago,"361, 830",NA,US,29.29,-97.14,8510
78001,PO BOX,0,Artesia Wells,,,TX,La Salle County,America/Chicago,"830, 956",NA,US,28.29,-99.21,15
78002,STANDARD,0,Atascosa,,,TX,Bexar County,America/Chicago,"210, 726, 830",NA,US,29.28,-98.73,7760
78003,STANDARD,0,Bandera,,,TX,Bandera County,America/Chicago,830,NA,US,29.72,-99.07,9220
78004,STANDARD,0,Bergheim,,,TX,Kendall County,America/Chicago,830,NA,US,29.86,-98.54,490
78005,STANDARD,0,Bigfoot,,,TX,Frio County,America/Chicago,830,NA,US,29.05,-98.85,740
78006,STANDARD,0,Boerne,"Fair Oaks, Fair Oaks Ranch, Sisterdale",,TX,Kendall County,America/Chicago,"210, 726, 830",NA,US,29.8,-98.73,40990
78007,STANDARD,0,Calliham,,,TX,McMullen County,America/Chicago,361,NA,US,28.46,-98.35,120
78008,STANDARD,0,Campbellton,,Fashing,TX,Atascosa County,America/Chicago,"361, 830",NA,US,28.75,-98.3,230
78009,STANDARD,0,Castroville,,,TX,Medina County,America/Chicago,"210, 726, 830",NA,US,29.34,-98.87,9110
78010,STANDARD,0,Center Point,Camp Verde,,TX,Kerr County,America/Chicago,830,NA,US,29.93,-99.03,3040
78011,STANDARD,0,Charlotte,,,TX,Atascosa County,America/Chicago,830,NA,US,28.85,-98.7,1840
78012,STANDARD,0,Christine,,,TX,Atascosa County,America/Chicago,830,NA,US,28.78,-98.49,420
78013,STANDARD,0,Comfort,,,TX,Kendall County,America/Chicago,830,NA,US,29.97,-98.9,5320
78014,STANDARD,0,Cotulla,,Los Angeles,TX,La Salle County,America/Chicago,"361, 830, 956",NA,US,28.43,-99.23,3820
78015,STANDARD,0,Boerne,"Fair Oaks, Fair Oaks Ranch",,TX,Bexar County,America/Chicago,"210, 726, 830",NA,US,29.75,-98.65,22040
78016,STANDARD,0,Devine,,,TX,Medina County,America/Chicago,830,NA,US,29.14,-98.9,9730
78017,STANDARD,0,Dilley,,"Derby, Divot",TX,Frio County,America/Chicago,830,NA,US,28.66,-99.17,3430
78019,PO BOX,0,Encinal,,,TX,La Salle County,America/Chicago,"361, 830, 956",NA,US,28.04,-99.35,882
78021,STANDARD,0,Fowlerton,,,TX,La Salle County,America/Chicago,"361, 830",NA,US,28.45,-98.81,116
78022,STANDARD,0,George West,,,TX,Live Oak County,America/Chicago,361,NA,US,28.33,-98.11,4370
78023,STANDARD,0,Helotes,,Grey Forest,TX,Bexar County,America/Chicago,"210, 726, 830",NA,US,29.56,-98.69,30040
78024,STANDARD,0,Hunt,,,TX,Kerr County,America/Chicago,830,NA,US,30,-99.49,1340
78025,STANDARD,0,Ingram,,,TX,Kerr County,America/Chicago,830,NA,US,30.07,-99.23,4680
78026,STANDARD,0,Jourdanton,,,TX,Atascosa County,America/Chicago,"361, 830",NA,US,28.91,-98.54,5630
78027,STANDARD,0,Kendalia,,,TX,Kendall County,America/Chicago,830,NA,US,29.96,-98.51,440
78028,STANDARD,0,Kerrville,,,TX,Kerr County,America/Chicago,830,NA,US,30.04,-99.13,34220
78029,PO BOX,0,Kerrville,,,TX,Kerr County,America/Chicago,830,NA,US,29.9,-99.19,2636
78039,STANDARD,0,La Coste,,,TX,Medina County,America/Chicago,"210, 726, 830",NA,US,29.3,-98.81,1610
78040,STANDARD,0,Laredo,,,TX,Webb County,America/Chicago,956,NA,US,27.51,-99.5,36270
78041,STANDARD,0,Laredo,,,TX,Webb County,America/Chicago,956,NA,US,27.55,-99.46,44810
78042,PO BOX,0,Laredo,,,TX,Webb County,America/Chicago,956,NA,US,27.53,-99.48,1802
78043,STANDARD,0,Laredo,Rio Bravo,,TX,Webb County,America/Chicago,"361, 956",NA,US,27.53,-99.48,38800
78044,PO BOX,0,Laredo,,,TX,Webb County,America/Chicago,956,NA,US,27.73,-99.23,2525
78045,STANDARD,0,Laredo,,,TX,Webb County,America/Chicago,"830, 956",NA,US,27.83,-99.69,66410
