zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
73301,UNIQUE,0,Austin,,Internal Revenue Service,TX,Travis County,America/Chicago,512,NA,US,30.26,-97.74,433
73344,UNIQUE,0,Austin,,Internal Revenue Service,TX,Travis County,America/Chicago,512,NA,US,30.26,-97.74,0
73960,PO BOX,0,Texhoma,,,TX,Sherman County,America/Chicago,806,NA,US,36.49,-101.79,0
75001,STANDARD,0,Addison,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.96,-96.83,14260
75002,STANDARD,0,Allen,"Lucas, Parker",,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.1,-96.66,67260
75006,STANDARD,0,Carrollton,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.98,-96.89,43420
75007,STANDARD,0,Carrollton,,,TX,Denton County,America/Chicago,"214, 469, 945, 972",NA,US,33.01,-96.9,49330
75009,STANDARD,0,Celina,,,TX,Collin County,America/Chicago,"214, 430, 469, 903, 940, 945, 972",NA,US,33.32,-96.78,24850
75010,STANDARD,0,Carrollton,,,TX,Denton County,America/Chicago,"214, 469, 945, 972",NA,US,33.04,-96.88,31100
75011,PO BOX,0,Carrollton,,,TX,Dallas County,America/Chicago,214,NA,US,32.98,-96.89,1742
75013,STANDARD,0,Allen,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.11,-96.69,49730
75014,PO BOX,0,Irving,,,TX,Dallas County,America/Chicago,214,NA,US,32.85,-96.96,410
75015,PO BOX,0,Irving,,,TX,Dallas County,America/Chicago,214,NA,US,32.85,-96.96,1123
75016,PO BOX,0,Irving,,,TX,Dallas County,America/Chicago,214,NA,US,32.85,-96.96,1202
75017,PO BOX,0,Irving,,,TX,Dallas County,America/Chicago,214,NA,US,32.85,-96.96,570
75019,STANDARD,0,Coppell,,,TX,Dallas County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.96,-96.99,44750
75020,STANDARD,0,Denison,,,TX,Grayson County,America/Chicago,"430, 580, 903",NA,US,33.75,-96.56,20550
75021,STANDARD,0,Denison,,,TX,Grayson County,America/Chicago,"430, 580, 903",NA,US,33.73,-96.47,7850
75022,STANDARD,0,Flower Mound,"Flowermound, Lewisville",,TX,Denton County,America/Chicago,"214, 469, 682, 817, 940, 945, 972",NA,US,33.02,-97.09,26110
75023,STANDARD,0,Plano,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.06,-96.73,43370
75024,STANDARD,0,Plano,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.08,-96.8,43950
75025,STANDARD,0,Plano,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.09,-96.74,51480
75026,PO BOX,0,Plano,,,TX,Collin County,America/Chicago,214,NA,US,33.04,-96.74,993
75027,PO BOX,0,Flower Mound,"Flowermound, Lewisville",,TX,Denton County,America/Chicago,214,NA,US,33.02,-97.09,670
75028,STANDARD,0,Flower Mound,"Flowermound, Lewisville",,TX,Denton County,America/Chicago,"214, 469, 682, 817, 940, 945, 972",NA,US,33.03,-97.06,46730
75029,PO BOX,0,Lewisville,,,TX,Denton County,America/Chicago,214,NA,US,33.04,-96.98,1074
75030,PO BOX,0,Rowlett,,,TX,Dallas County,America/Chicago,214,NA,US,32.9,-96.55,1039
75032,STANDARD,0,Rockwall,"Fate, Heath",,TX,Rockwall County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,32.85,-96.44,34340
75033,STANDARD,0,Frisco,,,TX,Denton County,America/Chicago,"214, 469, 940, 945, 972",NA,US,33.18,-96.84,0
75034,STANDARD,0,Frisco,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.14,-96.81,48180
75035,STANDARD,0,Frisco,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.16,-96.79,84410
75036,STANDARD,0,Frisco,,,TX,Denton County,America/Chicago,"214, 469, 940, 945, 972",NA,US,33.14,-96.87,0
75037,UNIQUE,1,Irving,Neiman Marcus,,TX,Dallas County,America/Chicago,214,NA,US,32.78,-96.8,0
75038,STANDARD,0,Irving,,,TX,Dallas County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.87,-97,27440
75039,STANDARD,0,Irving,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.89,-96.94,21690
75040,STANDARD,0,Garland,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.91,-96.62,58530
75041,STANDARD,0,Garland,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.88,-96.65,28140
75042,STANDARD,0,Garland,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.91,-96.67,34850
75043,STANDARD,0,Garland,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.86,-96.58,57220
75044,STANDARD,0,Garland,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.96,-96.65,41650
75045,PO BOX,0,Garland,,,TX,Dallas County,America/Chicago,214,NA,US,32.91,-96.62,709
75046,PO BOX,0,Garland,,,TX,Dallas County,America/Chicago,214,NA,US,32.91,-96.62,797
75047,PO BOX,0,Garland,,,TX,Dallas County,America/Chicago,214,NA,US,32.91,-96.62,301
75048,STANDARD,0,Sachse,Garland,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.97,-96.58,27350
75049,PO BOX,0,Garland,,,TX,Dallas County,America/Chicago,214,NA,US,32.91,-96.62,971
75050,STANDARD,0,Grand Prairie,,,TX,Dallas County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.78,-97.01,37380
75051,STANDARD,0,Grand Prairie,,,TX,Dallas County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.73,-97,35640
75052,STANDARD,0,Grand Prairie,,,TX,Dallas County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.69,-97.01,89120
75053,PO BOX,0,Grand Prairie,,,TX,Dallas County,America/Chicago,214,NA,US,32.69,-97.01,1604
75054,STANDARD,0,Grand Prairie,,,TX,Tarrant County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.59,-97.04,16390
75056,STANDARD,0,The Colony,Lewisville,,TX,Denton County,America/Chicago,"214, 469, 945, 972",NA,US,33.09,-96.88,65160
75057,STANDARD,0,Lewisville,,,TX,Denton County,America/Chicago,"214, 469, 945, 972",NA,US,33.04,-96.98,13590
75058,STANDARD,0,Gunter,,,TX,Grayson County,America/Chicago,"214, 430, 469, 903, 940, 945, 972",NA,US,33.45,-96.74,4180
75059,UNIQUE,0,Irving,,Southern Area Stc,TX,,America/Chicago,,NA,US,0,0,0
75060,STANDARD,0,Irving,,,TX,Dallas County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.8,-96.95,43080
75061,STANDARD,0,Irving,,,TX,Dallas County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.83,-96.97,46080
75062,STANDARD,0,Irving,,,TX,Dallas County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.85,-96.96,42560
75063,STANDARD,0,Irving,,,TX,Dallas County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.92,-96.99,43870
75064,UNIQUE,0,Irving,,National Passport Agency,TX,,America/Chicago,"214, 469, 945, 972",NA,US,32.81,-96.96,0
75065,STANDARD,0,Lake Dallas,Hickory Creek,,TX,Denton County,America/Chicago,"214, 469, 940, 945, 972",NA,US,33.12,-97.02,12280
75067,STANDARD,0,Lewisville,,Louisville,TX,Denton County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,33.01,-97,59730
75068,STANDARD,0,Little Elm,"Lakewood Village, Lakewood Vlg, Oak Point",,TX,Denton County,America/Chicago,"214, 469, 940, 945, 972",NA,US,33.16,-96.93,65720
75069,STANDARD,0,Mckinney,"Fairview, Mc Kinney",,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.18,-96.59,34470
75070,STANDARD,0,Mckinney,Mc Kinney,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.17,-96.7,58640
75071,STANDARD,0,Mckinney,Mc Kinney,,TX,Collin County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,33.2,-96.65,66610
75072,STANDARD,0,Mckinney,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.18,-96.7,0
75074,STANDARD,0,Plano,,Murphy,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.03,-96.67,46870
75075,STANDARD,0,Plano,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.04,-96.74,32530
75076,STANDARD,0,Pottsboro,,Fink,TX,Grayson County,America/Chicago,"430, 580, 903",NA,US,33.77,-96.67,7710
75077,STANDARD,0,Lewisville,"Copper Canyon, Double Oak, Flower Mound, Highland Village, Highland Vlg",,TX,Denton County,America/Chicago,"214, 469, 682, 817, 940, 945, 972",NA,US,33.08,-97.06,36670
75078,STANDARD,0,Prosper,,,TX,Collin County,America/Chicago,"214, 469, 940, 945, 972",NA,US,33.24,-96.78,43740
75080,STANDARD,0,Richardson,,Buckingham,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.98,-96.74,39800
75081,STANDARD,0,Richardson,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.97,-96.7,33860
75082,STANDARD,0,Richardson,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,32.99,-96.66,25190
75083,PO BOX,0,Richardson,,,TX,Dallas County,America/Chicago,214,NA,US,32.97,-96.7,1937
75085,PO BOX,0,Richardson,,,TX,Dallas County,America/Chicago,214,NA,US,32.97,-96.7,523
75086,PO BOX,0,Plano,,,TX,Collin County,America/Chicago,214,NA,US,33.04,-96.74,1398
75087,STANDARD,0,Rockwall,Fate,,TX,Rockwall County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,32.92,-96.45,40610
75088,STANDARD,0,Rowlett,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.9,-96.55,25560
75089,STANDARD,0,Rowlett,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.94,-96.56,33410
75090,STANDARD,0,Sherman,Tom Bean,,TX,Grayson County,America/Chicago,"430, 903",NA,US,33.61,-96.6,20640
75091,PO BOX,0,Sherman,,,TX,Grayson County,America/Chicago,903,NA,US,33.61,-96.6,1891
75092,STANDARD,0,Sherman,Knollwood,,TX,Grayson County,America/Chicago,"430, 903",NA,US,33.66,-96.7,23930
75093,STANDARD,0,Plano,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.03,-96.81,45240
75094,STANDARD,0,Plano,"Murphy, Parker",,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.02,-96.62,23950
75097,PO BOX,0,Weston,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.32,-96.64,280
75098,STANDARD,0,Wylie,"Lucas, St Paul",,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.04,-96.51,66970
75099,UNIQUE,0,Coppell,,Usps Official Mail,TX,Dallas County,America/Chicago,214,NA,US,32.96,-96.99,0
75101,PO BOX,0,Bardwell,,,TX,Ellis County,America/Chicago,"430, 903",NA,US,32.27,-96.7,738
75102,STANDARD,0,Barry,,,TX,Navarro County,America/Chicago,"254, 430, 903",NA,US,32.09,-96.63,1340
75103,STANDARD,0,Canton,,,TX,Van Zandt County,America/Chicago,"430, 903",NA,US,32.54,-95.86,13070
75104,STANDARD,0,Cedar Hill,,,TX,Dallas County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.58,-96.95,45310
75105,STANDARD,0,Chatfield,,,TX,Navarro County,America/Chicago,"430, 903",NA,US,32.29,-96.36,270
75106,PO BOX,0,Cedar Hill,,,TX,Dallas County,America/Chicago,214,NA,US,32.58,-96.95,1480
75109,STANDARD,0,Corsicana,,,TX,Navarro County,America/Chicago,"430, 903",NA,US,32.08,-96.39,4330
75110,STANDARD,0,Corsicana,,Navarro,TX,Navarro County,America/Chicago,"430, 903",NA,US,32.08,-96.46,25730
75114,STANDARD,0,Crandall,,,TX,Kaufman County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,32.63,-96.45,7720
75115,STANDARD,0,Desoto,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.58,-96.86,49180
75116,STANDARD,0,Duncanville,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.66,-96.91,18210
75117,STANDARD,0,Edgewood,,,TX,Van Zandt County,America/Chicago,"430, 903",NA,US,32.69,-95.88,3700
75118,PO BOX,0,Elmo,,,TX,Kaufman County,America/Chicago,"430, 903",NA,US,32.68,-96.21,246
75119,STANDARD,0,Ennis,,,TX,Ellis County,America/Chicago,"430, 682, 817, 903",NA,US,32.33,-96.62,25930
75120,PO BOX,0,Ennis,,,TX,Ellis County,America/Chicago,214,NA,US,32.33,-96.62,1273
75121,PO BOX,0,Copeville,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.08,-96.42,575
75123,PO BOX,0,Desoto,,,TX,Dallas County,America/Chicago,214,NA,US,32.58,-96.86,1372
75124,STANDARD,0,Eustace,,,TX,Henderson County,America/Chicago,"430, 903",NA,US,32.3,-96.01,4380
75125,STANDARD,0,Ferris,,,TX,Ellis County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,32.53,-96.66,7420
75126,STANDARD,0,Forney,"Heartland, Heath, Heathridge",,TX,Kaufman County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,32.75,-96.46,71300
75127,STANDARD,0,Fruitvale,,,TX,Van Zandt County,America/Chicago,"430, 903",NA,US,32.68,-95.8,1500
75132,PO BOX,0,Fate,,,TX,Rockwall County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,32.94,-96.38,706
75134,STANDARD,0,Lancaster,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.62,-96.78,18980
75135,STANDARD,0,Caddo Mills,Josephine,,TX,Hunt County,America/Chicago,"430, 903",NA,US,33.06,-96.22,9090
75137,STANDARD,0,Duncanville,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.64,-96.91,18090
75138,PO BOX,0,Duncanville,,,TX,Dallas County,America/Chicago,214,NA,US,32.64,-96.91,1513
75140,STANDARD,0,Grand Saline,,,TX,Van Zandt County,America/Chicago,"430, 903",NA,US,32.67,-95.71,6250
75141,STANDARD,0,Hutchins,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.64,-96.7,4600
75142,STANDARD,0,Kaufman,,,TX,Kaufman County,America/Chicago,"430, 903",NA,US,32.58,-96.3,20380
75143,STANDARD,0,Kemp,"Seven Points, Tool",,TX,Henderson County,America/Chicago,"430, 903",NA,US,32.43,-96.22,13460
75144,STANDARD,0,Kerens,,,TX,Navarro County,America/Chicago,"430, 903",NA,US,32.13,-96.22,2970
75146,STANDARD,0,Lancaster,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.59,-96.78,20940
75147,STANDARD,0,Mabank,"Gun Barrel City, Gun Barrel Cy",,TX,Kaufman County,America/Chicago,"430, 903",NA,US,32.36,-96.1,7570
75148,STANDARD,0,Malakoff,Log Cabin,,TX,Henderson County,America/Chicago,"430, 903",NA,US,32.17,-96.01,4980
75149,STANDARD,0,Mesquite,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.76,-96.59,53090
75150,STANDARD,0,Mesquite,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.82,-96.63,55530
75151,PO BOX,0,Corsicana,,,TX,Navarro County,America/Chicago,903,NA,US,32.08,-96.46,1432
75152,STANDARD,0,Palmer,,,TX,Ellis County,America/Chicago,"214, 430, 469, 682, 817, 903, 945, 972",NA,US,32.42,-96.67,5330
75153,STANDARD,0,Powell,,,TX,Navarro County,America/Chicago,"430, 903",NA,US,32.16,-96.33,680
75154,STANDARD,0,Red Oak,"Glenn Heights, Oak Leaf, Ovilla",,TX,Ellis County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.51,-96.8,45240
75155,STANDARD,0,Rice,,,TX,Navarro County,America/Chicago,"430, 903",NA,US,32.24,-96.5,3030
75156,STANDARD,0,Mabank,"Enchanted Oak, Enchanted Oaks, Gun Barrel City, Gun Barrel Cy",,TX,Henderson County,America/Chicago,"430, 903",NA,US,32.25,-96.08,12600
75157,PO BOX,0,Rosser,,,TX,Kaufman County,America/Chicago,"430, 903",NA,US,32.46,-96.45,369
75158,STANDARD,0,Scurry,,,TX,Kaufman County,America/Chicago,"430, 903",NA,US,32.47,-96.41,4860
75159,STANDARD,0,Seagoville,Combine,,TX,Dallas County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,32.65,-96.54,19260
75160,STANDARD,0,Terrell,,,TX,Kaufman County,America/Chicago,"430, 903",NA,US,32.73,-96.29,24180
75161,STANDARD,0,Terrell,,,TX,Kaufman County,America/Chicago,"430, 903",NA,US,32.74,-96.17,6970
75163,STANDARD,0,Trinidad,,,TX,Henderson County,America/Chicago,"430, 903",NA,US,32.14,-96.09,1980
75164,PO BOX,0,Josephine,,,TX,Collin County,America/Chicago,"430, 903",NA,US,33.08,-96.3,633
75165,STANDARD,0,Waxahachie,,,TX,Ellis County,America/Chicago,"214, 430, 469, 682, 817, 903, 945, 972",NA,US,32.4,-96.85,46520
75166,STANDARD,0,Lavon,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33.02,-96.43,6180
75167,STANDARD,0,Waxahachie,,,TX,Ellis County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.36,-96.92,13280
75168,PO BOX,0,Waxahachie,,,TX,Ellis County,America/Chicago,214,NA,US,32.4,-96.85,1145
75169,STANDARD,0,Wills Point,,,TX,Van Zandt County,America/Chicago,"430, 903",NA,US,32.7,-96,14440
75172,STANDARD,0,Wilmer,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.59,-96.68,5130
75173,STANDARD,0,Nevada,Josephine,,TX,Collin County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,33.03,-96.37,7620
75180,STANDARD,0,Balch Springs,Mesquite,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.72,-96.62,23620
75181,STANDARD,0,Mesquite,Balch Springs,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.73,-96.56,26670
75182,STANDARD,0,Sunnyvale,Mesquite,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.79,-96.55,8240
75185,PO BOX,0,Mesquite,,,TX,Dallas County,America/Chicago,214,NA,US,32.76,-96.59,1449
75187,PO BOX,0,Mesquite,,,TX,Dallas County,America/Chicago,214,NA,US,32.76,-96.59,714
75189,STANDARD,0,Royse City,"Fate, Josephine",,TX,Rockwall County,America/Chicago,"214, 430, 469, 903, 945, 972",NA,US,32.97,-96.33,40610
75201,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.79,-96.8,13160
75202,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.78,-96.8,2230
75203,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.75,-96.8,10950
75204,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.8,-96.79,25390
75205,STANDARD,0,Dallas,,"Highland Park, University Park, Village",TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.84,-96.8,19380
75206,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.83,-96.77,30920
75207,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.79,-96.82,2540
75208,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.75,-96.84,26860
75209,STANDARD,0,Dallas,,Highland Park,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.85,-96.83,12410
75210,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.77,-96.75,6150
75211,STANDARD,0,Dallas,,Cockrell Hill,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.74,-96.91,61160
75212,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.78,-96.88,24170
75214,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.83,-96.75,30880
75215,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.75,-96.76,13860
75216,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.71,-96.78,46940
75217,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.71,-96.68,76740
75218,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.84,-96.7,20930
75219,STANDARD,0,Dallas,,Highland Park,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.81,-96.81,22580
75220,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.87,-96.88,28970
75221,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,281
75222,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,1265
75223,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.79,-96.76,12060
75224,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.71,-96.84,28030
75225,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.86,-96.79,21860
75226,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.78,-96.78,3360
75227,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.77,-96.69,50780
75228,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.82,-96.68,56590
75229,STANDARD,0,Dallas,"Farmers Branch, Farmers Brnch",,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.89,-96.86,30390
75230,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.9,-96.79,24100
75231,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.87,-96.75,31310
75232,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.66,-96.84,26910
75233,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.7,-96.87,12500
75234,STANDARD,0,Dallas,"Farmers Branch, Farmers Brnch",,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.92,-96.89,33160
75235,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.83,-96.85,15330
75236,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.68,-96.94,15420
75237,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.67,-96.87,14040
75238,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.88,-96.71,27410
75240,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.93,-96.79,19610
75241,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.67,-96.76,27090
75242,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 972",NA,US,32.79,-96.76,20
75243,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.91,-96.74,48650
75244,STANDARD,0,Dallas,"Farmers Branch, Farmers Brnch, North Branch",,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.93,-96.84,12270
75245,STANDARD,1,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.82,-96.83,66
75246,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.79,-96.77,1620
75247,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.81,-96.88,990
75248,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.97,-96.8,34080
75249,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.64,-96.96,14350
75250,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,164
75251,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.92,-96.77,2990
75252,STANDARD,0,Dallas,,,TX,Collin County,America/Chicago,"214, 469, 945, 972",NA,US,33,-96.79,22970
75253,STANDARD,0,Dallas,,Kleberg,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.67,-96.61,21920
75254,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.94,-96.8,19540
75258,STANDARD,1,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.8,-96.88,0
75260,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75261,PO BOX,0,Dallas,"Dfw, Dfw Airport",,TX,Tarrant County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.9,-97.05,550
75262,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75263,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75264,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75265,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,57
75266,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,45
75267,PO BOX,0,Dallas,,,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75270,STANDARD,0,Dallas,,,TX,Dallas County,America/Chicago,"214, 469, 945, 972",NA,US,32.78,-96.8,42
75275,UNIQUE,0,Dallas,,Southern Methodist Universit,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,192
75277,UNIQUE,0,Dallas,,Dallas City Water Dept,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,19
75283,UNIQUE,0,Dallas,,"Bank Of America, Bk Of America",TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,246
75284,UNIQUE,0,Dallas,,Bank Of America,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,21
75285,UNIQUE,0,Dallas,,Bank Of America,TX,Dallas County,America/Chicago,214,NA,US,32.79,-96.76,0
75286,UNIQUE,1,Dallas,,Republic Bank,TX,Dallas County,America/Chicago,214,NA,US,32.78,-96.8,20
75287,STANDARD,0,Dallas,,,TX,Denton County,America/Chicago,"214, 469, 945, 972",NA,US,33,-96.84,42290
