zip,primary_city,area_codes,COUNTY_NAME,POP_COU,HOU_COU,POP_URB,POPPCT_URB,POP_RUR,POPPCT_RUR,COUNTYFIPS,ACS_PCT_BACHELOR_DGR,ACS_PCT_COLLEGE_ASSOCIATE_DGR,ACS_PCT_GRADUATE_DGR,ACS_PCT_HS_GRADUATE,ACS_PCT_LT_HS,ACS_PCT_NO_WORK_NO_SCHL_16_19,ACS_PCT_POSTHS_ED,ACS_PCT_VET_BACHELOR,ACS_PCT_VET_COLLEGE,ACS_PCT_VET_HS,ACS_PCT_HH_LIMIT_ENGLISH,ACS_PCT_HH_BROADBAND,ACS_PCT_HH_BROADBAND_ANY,ACS_PCT_HH_BROADBAND_ONLY,ACS_PCT_HH_CELLULAR,ACS_PCT_HH_CELLULAR_ONLY,ACS_PCT_HH_DIAL_INTERNET_ONLY,ACS_PCT_HH_INTERNET,ACS_PCT_HH_INTERNET_NO_SUBS,ACS_PCT_HH_NO_COMP_DEV,ACS_PCT_HH_NO_INTERNET,ACS_PCT_HH_OTHER_COMP,ACS_PCT_HH_OTHER_COMP_ONLY,ACS_PCT_HH_PC,ACS_PCT_HH_PC_ONLY,ACS_PCT_HH_SAT_INTERNET,ACS_PCT_HH_SMARTPHONE,ACS_PCT_HH_SMARTPHONE_ONLY,ACS_PCT_HH_TABLET,ACS_PCT_HH_TABLET_ONLY,ACS_PCT_CHILDREN_GRANDPARENT,ACS_PCT_CHILD_1FAM,ACS_PCT_GRANDP_NO_RESPS,ACS_PCT_GRANDP_RESPS_NO_P,ACS_PCT_GRANDP_RESPS_P,ACS_PCT_HH_1PERS,ACS_PCT_HH_ABOVE65,ACS_PCT_HH_ALONE_ABOVE65,ACS_PCT_HH_KID_1PRNT,ACS_TOT_GRANDCHILDREN_GP,ACS_PCT_HEALTH_INC_138_199,ACS_PCT_HEALTH_INC_200_399,ACS_PCT_HEALTH_INC_ABOVE400,ACS_PCT_HEALTH_INC_BELOW137,ACS_PCT_HH_1FAM_FOOD_STMP,ACS_PCT_HH_FOOD_STMP,ACS_PCT_HH_FOOD_STMP_BLW_POV,ACS_PCT_HH_NO_FD_STMP_BLW_POV,ACS_PCT_HH_PUB_ASSIST,ACS_PCT_INC50,ACS_PCT_INC50_ABOVE65,ACS_PCT_NONVET_POV_18_64,ACS_PCT_PERSON_INC_100_124,ACS_PCT_PERSON_INC_125_199,ACS_PCT_PERSON_INC_ABOVE200,ACS_PCT_PERSON_INC_BELOW99,ACS_PCT_POV_AIAN,ACS_PCT_POV_ASIAN,ACS_PCT_POV_BLACK,ACS_PCT_POV_HISPANIC,ACS_PCT_POV_MULTI,ACS_PCT_POV_NHPI,ACS_PCT_POV_OTHER,ACS_PCT_POV_WHITE,ACS_PCT_VET_POV_18_64,ACS_TOT_CIVIL_NONINST_POP_POV,ACS_TOT_CIVIL_POP_POV,ACS_TOT_POP_POV
75763,Frankston,"430, 903",Anderson,57922.0,20131.0,18615.0,32.14,39307.0,67.86,48001,7.841666666666666,32.505833333333335,4.401666666666666,38.857499999999995,16.396666666666665,0.48416666666666663,44.7475,21.754166666666666,43.48666666666667,34.76,1.9883333333333333,45.03583333333333,67.54666666666667,12.244166666666667,52.39833333333333,13.515,0.4166666666666667,67.96333333333332,2.1575,11.7675,21.545833333333334,6.010000000000001,0.0,61.189166666666665,4.223333333333334,16.269166666666667,72.36,12.733333333333333,46.87833333333333,0.625,10.084166666666667,30.834999999999997,37.776666666666664,20.465833333333332,33.424166666666665,23.50916666666667,29.44666666666667,10.115833333333333,16.695833333333333,103.25,19.629166666666666,32.141666666666666,21.355,26.874166666666667,27.555000000000003,10.730833333333335,4.674166666666667,6.685833333333334,12.410833333333334,4.845833333333333,2.404166666666667,18.849999999999998,4.595833333333333,21.844166666666666,53.49666666666667,20.06416666666667,18.616666666666664,9.615,22.0325,21.848333333333333,22.510833333333334,0.0,10.224166666666667,9.229166666666666,2.7449999999999997,3700.1666666666665,2778.0833333333335,3700.1666666666665
75779,Neches,"430, 903",Anderson,57922.0,20131.0,18615.0,32.14,39307.0,67.86,48001,7.841666666666666,32.505833333333335,4.401666666666666,38.857499999999995,16.396666666666665,0.48416666666666663,44.7475,21.754166666666666,43.48666666666667,34.76,1.9883333333333333,45.03583333333333,67.54666666666667,12.244166666666667,52.39833333333333,13.515,0.4166666666666667,67.96333333333332,2.1575,11.7675,21.545833333333334,6.010000000000001,0.0,61.189166666666665,4.223333333333334,16.269166666666667,72.36,12.733333333333333,46.87833333333333,0.625,10.084166666666667,30.834999999999997,37.776666666666664,20.465833333333332,33.424166666666665,23.50916666666667,29.44666666666667,10.115833333333333,16.695833333333333,103.25,19.629166666666666,32.141666666666666,21.355,26.874166666666667,27.555000000000003,10.730833333333335,4.674166666666667,6.685833333333334,12.410833333333334,4.845833333333333,2.404166666666667,18.849999999999998,4.595833333333333,21.844166666666666,53.49666666666667,20.06416666666667,18.616666666666664,9.615,22.0325,21.848333333333333,22.510833333333334,0.0,10.224166666666667,9.229166666666666,2.7449999999999997,3700.1666666666665,2778.0833333333335,3700.1666666666665
75801,Palestine,"430, 903",Anderson,57922.0,20131.0,18615.0,32.14,39307.0,67.86,48001,7.841666666666666,32.505833333333335,4.401666666666666,38.857499999999995,16.396666666666665,0.48416666666666663,44.7475,21.754166666666666,43.48666666666667,34.76,1.9883333333333333,45.03583333333333,67.54666666666667,12.244166666666667,52.39833333333333,13.515,0.4166666666666667,67.96333333333332,2.1575,11.7675,21.545833333333334,6.010000000000001,0.0,61.189166666666665,4.223333333333334,16.269166666666667,72.36,12.733333333333333,46.87833333333333,0.625,10.084166666666667,30.834999999999997,37.776666666666664,20.465833333333332,33.424166666666665,23.50916666666667,29.44666666666667,10.115833333333333,16.695833333333333,103.25,19.629166666666666,32.141666666666666,21.355,26.874166666666667,27.555000000000003,10.730833333333335,4.674166666666667,6.685833333333334,12.410833333333334,4.845833333333333,2.404166666666667,18.849999999999998,4.595833333333333,21.844166666666666,53.49666666666667,20.06416666666667,18.616666666666664,9.615,22.0325,21.848333333333333,22.510833333333334,0.0,10.224166666666667,9.229166666666666,2.7449999999999997,3700.1666666666665,2778.0833333333335,3700.1666666666665
75802,Palestine,903,Anderson,57922.0,20131.0,18615.0,32.14,39307.0,67.86,48001,7.841666666666666,32.505833333333335,4.401666666666666,38.857499999999995,16.396666666666665,0.48416666666666663,44.7475,21.754166666666666,43.48666666666667,34.76,1.9883333333333333,45.03583333333333,67.54666666666667,12.244166666666667,52.39833333333333,13.515,0.4166666666666667,67.96333333333332,2.1575,11.7675,21.545833333333334,6.010000000000001,0.0,61.189166666666665,4.223333333333334,16.269166666666667,72.36,12.733333333333333,46.87833333333333,0.625,10.084166666666667,30.834999999999997,37.776666666666664,20.465833333333332,33.424166666666665,23.50916666666667,29.44666666666667,10.115833333333333,16.695833333333333,103.25,19.629166666666666,32.141666666666666,21.355,26.874166666666667,27.555000000000003,10.730833333333335,4.674166666666667,6.685833333333334,12.410833333333334,4.845833333333333,2.404166666666667,18.849999999999998,4.595833333333333,21.844166666666666,53.49666666666667,20.06416666666667,18.616666666666664,9.615,22.0325,21.848333333333333,22.510833333333334,0.0,10.224166666666667,9.229166666666666,2.7449999999999997,3700.1666666666665,2778.0833333333335,3700.1666666666665
75803,Palestine,"430, 903",Anderson,57922.0,20131.0,18615.0,32.14,39307.0,67.86,48001,7.841666666666666,32.505833333333335,4.401666666666666,38.857499999999995,16.396666666666665,0.48416666666666663,44.7475,21.754166666666666,43.48666666666667,34.76,1.9883333333333333,45.03583333333333,67.54666666666667,12.244166666666667,52.39833333333333,13.515,0.4166666666666667,67.96333333333332,2.1575,11.7675,21.545833333333334,6.010000000000001,0.0,61.189166666666665,4.223333333333334,16.269166666666667,72.36,12.733333333333333,46.87833333333333,0.625,10.084166666666667,30.834999999999997,37.776666666666664,20.465833333333332,33.424166666666665,23.50916666666667,29.44666666666667,10.115833333333333,16.695833333333333,103.25,19.629166666666666,32.141666666666666,21.355,26.874166666666667,27.555000000000003,10.730833333333335,4.674166666666667,6.685833333333334,12.410833333333334,4.845833333333333,2.404166666666667,18.849999999999998,4.595833333333333,21.844166666666666,53.49666666666667,20.06416666666667,18.616666666666664,9.615,22.0325,21.848333333333333,22.510833333333334,0.0,10.224166666666667,9.229166666666666,2.7449999999999997,3700.1666666666665,2778.0833333333335,3700.1666666666665
75832,Cayuga,903,Anderson,57922.0,20131.0,18615.0,32.14,39307.0,67.86,48001,7.841666666666666,32.505833333333335,4.401666666666666,38.857499999999995,16.396666666666665,0.48416666666666663,44.7475,21.754166666666666,43.48666666666667,34.76,1.9883333333333333,45.03583333333333,67.54666666666667,12.244166666666667,52.39833333333333,13.515,0.4166666666666667,67.96333333333332,2.1575,11.7675,21.545833333333334,6.010000000000001,0.0,61.189166666666665,4.223333333333334,16.269166666666667,72.36,12.733333333333333,46.87833333333333,0.625,10.084166666666667,30.834999999999997,37.776666666666664,20.465833333333332,33.424166666666665,23.50916666666667,29.44666666666667,10.115833333333333,16.695833333333333,103.25,19.629166666666666,32.141666666666666,21.355,26.874166666666667,27.555000000000003,10.730833333333335,4.674166666666667,6.685833333333334,12.410833333333334,4.845833333333333,2.404166666666667,18.849999999999998,4.595833333333333,21.844166666666666,53.49666666666667,20.06416666666667,18.616666666666664,9.615,22.0325,21.848333333333333,22.510833333333334,0.0,10.224166666666667,9.229166666666666,2.7449999999999997,3700.1666666666665,2778.0833333333335,3700.1666666666665
75839,Elkhart,"430, 903, 936",Anderson,57922.0,20131.0,18615.0,32.14,39307.0,67.86,48001,7.841666666666666,32.505833333333335,4.401666666666666,38.857499999999995,16.396666666666665,0.48416666666666663,44.7475,21.754166666666666,43.48666666666667,34.76,1.9883333333333333,45.03583333333333,67.54666666666667,12.244166666666667,52.39833333333333,13.515,0.4166666666666667,67.96333333333332,2.1575,11.7675,21.545833333333334,6.010000000000001,0.0,61.189166666666665,4.223333333333334,16.269166666666667,72.36,12.733333333333333,46.87833333333333,0.625,10.084166666666667,30.834999999999997,37.776666666666664,20.465833333333332,33.424166666666665,23.50916666666667,29.44666666666667,10.115833333333333,16.695833333333333,103.25,19.629166666666666,32.141666666666666,21.355,26.874166666666667,27.555000000000003,10.730833333333335,4.674166666666667,6.685833333333334,12.410833333333334,4.845833333333333,2.404166666666667,18.849999999999998,4.595833333333333,21.844166666666666,53.49666666666667,20.06416666666667,18.616666666666664,9.615,22.0325,21.848333333333333,22.510833333333334,0.0,10.224166666666667,9.229166666666666,2.7449999999999997,3700.1666666666665,2778.0833333333335,3700.1666666666665
75853,Montalba,"430, 903",Anderson,57922.0,20131.0,18615.0,32.14,39307.0,67.86,48001,7.841666666666666,32.505833333333335,4.401666666666666,38.857499999999995,16.396666666666665,0.48416666666666663,44.7475,21.754166666666666,43.48666666666667,34.76,1.9883333333333333,45.03583333333333,67.54666666666667,12.244166666666667,52.39833333333333,13.515,0.4166666666666667,67.96333333333332,2.1575,11.7675,21.545833333333334,6.010000000000001,0.0,61.189166666666665,4.223333333333334,16.269166666666667,72.36,12.733333333333333,46.87833333333333,0.625,10.084166666666667,30.834999999999997,37.776666666666664,20.465833333333332,33.424166666666665,23.50916666666667,29.44666666666667,10.115833333333333,16.695833333333333,103.25,19.629166666666666,32.141666666666666,21.355,26.874166666666667,27.555000000000003,10.730833333333335,4.674166666666667,6.685833333333334,12.410833333333334,4.845833333333333,2.404166666666667,18.849999999999998,4.595833333333333,21.844166666666666,53.49666666666667,20.06416666666667,18.616666666666664,9.615,22.0325,21.848333333333333,22.510833333333334,0.0,10.224166666666667,9.229166666666666,2.7449999999999997,3700.1666666666665,2778.0833333333335,3700.1666666666665
75861,Tennessee Colony,"430, 903",Anderson,57922.0,20131.0,18615.0,32.14,39307.0,67.86,48001,7.841666666666666,32.505833333333335,4.401666666666666,38.857499999999995,16.396666666666665,0.48416666666666663,44.7475,21.754166666666666,43.48666666666667,34.76,1.9883333333333333,45.03583333333333,67.54666666666667,12.244166666666667,52.39833333333333,13.515,0.4166666666666667,67.96333333333332,2.1575,11.7675,21.545833333333334,6.010000000000001,0.0,61.189166666666665,4.223333333333334,16.269166666666667,72.36,12.733333333333333,46.87833333333333,0.625,10.084166666666667,30.834999999999997,37.776666666666664,20.465833333333332,33.424166666666665,23.50916666666667,29.44666666666667,10.115833333333333,16.695833333333333,103.25,19.629166666666666,32.141666666666666,21.355,26.874166666666667,27.555000000000003,10.730833333333335,4.674166666666667,6.685833333333334,12.410833333333334,4.845833333333333,2.404166666666667,18.849999999999998,4.595833333333333,21.844166666666666,53.49666666666667,20.06416666666667,18.616666666666664,9.615,22.0325,21.848333333333333,22.510833333333334,0.0,10.224166666666667,9.229166666666666,2.7449999999999997,3700.1666666666665,2778.0833333333335,3700.1666666666665
75880,Tennessee Colony,903,Anderson,57922.0,20131.0,18615.0,32.14,39307.0,67.86,48001,7.841666666666666,32.505833333333335,4.401666666666666,38.857499999999995,16.396666666666665,0.48416666666666663,44.7475,21.754166666666666,43.48666666666667,34.76,1.9883333333333333,45.03583333333333,67.54666666666667,12.244166666666667,52.39833333333333,13.515,0.4166666666666667,67.96333333333332,2.1575,11.7675,21.545833333333334,6.010000000000001,0.0,61.189166666666665,4.223333333333334,16.269166666666667,72.36,12.733333333333333,46.87833333333333,0.625,10.084166666666667,30.834999999999997,37.776666666666664,20.465833333333332,33.424166666666665,23.50916666666667,29.44666666666667,10.115833333333333,16.695833333333333,103.25,19.629166666666666,32.141666666666666,21.355,26.874166666666667,27.555000000000003,10.730833333333335,4.674166666666667,6.685833333333334,12.410833333333334,4.845833333333333,2.404166666666667,18.849999999999998,4.595833333333333,21.844166666666666,53.49666666666667,20.06416666666667,18.616666666666664,9.615,22.0325,21.848333333333333,22.510833333333334,0.0,10.224166666666667,9.229166666666666,2.7449999999999997,3700.1666666666665,2778.0833333333335,3700.1666666666665
